artist,track,album,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Santana,Smoke On The Water (feat. Jacoby Shaddix),Guitar Heaven: The Greatest Guitar Classics Of All Time (Deluxe Version),2010-09-20,"['blues rock', 'classic rock', 'mexican classic rock']",306653.0,34.0,0.5489999999999999,0.931,2.0,-3.1,0.0,0.0526,0.0109,0.000236,0.0855,0.624,111.035,4.0
Various Artists,Smack That - Dirty,2000s Pop,2019-07-12,[],212360.0,28.0,0.939,0.742,5.0,-5.171,0.0,0.0467,0.321,0.0,0.107,0.924,118.978,4.0
Broken Social Scene,Anthems For A Seventeen Year-old Girl,You Forgot It In People,2003-03-11,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian rock', 'chillwave', 'dance-punk', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'nu gaze', 'stomp and holler']",275693.0,58.0,0.466,0.446,4.0,-9.415,1.0,0.0322,0.229,0.0168,0.125,0.403,80.154,4.0
Owl City,Intro - Live From Spotify Nyc,Spotify Sessions,2012-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",78426.0,11.0,0.6940000000000001,0.264,10.0,-17.949,0.0,0.879,0.5870000000000001,0.0,0.581,0.67,104.75,5.0
Parekh & Singh,Philosophize - Dream Levels,Ocean (Deluxe),2018-02-02,"['indian indie', 'kolkata indie']",204385.0,31.0,0.534,0.2,9.0,-12.888,0.0,0.0456,0.961,2.75e-06,0.11,0.2,84.691,4.0
Simple Plan,Untitled (how Could This Happen To Me?),Still Not Getting Any,2004-10-25,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk']",239813.0,51.0,0.208,0.342,6.0,-8.702,1.0,0.0327,0.875,3e-06,0.0908,0.135,186.162,4.0
Various Artists,Phinedroids And Ferbots,Phineas and Ferb,2009-01-01,[],68400.0,40.0,0.866,0.901,0.0,-5.323,0.0,0.0425,0.13,0.0,0.171,0.964,122.876,4.0
Various Artists,Elysium,NCS: Infinity,2015-07-31,[],294861.0,48.0,0.36,0.512,3.0,-7.398,0.0,0.0448,0.139,2.12e-06,0.391,0.198,139.88,4.0
The Civil Wars,Dance Me To The End Of Love (bonus) - Bonus Track,Barton Hollow,2011-02-01,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",185053.0,46.0,0.473,0.184,9.0,-11.182,0.0,0.029,0.855,0.0,0.145,0.285,110.081,4.0
Marcin Przybyłowicz,The Mighty Jarl Of Skellige (legacy),GWENT: The Witcher Card Game (Original Game Soundtrack),2018-12-04,"['scorecore', 'video game music']",148874.0,29.0,0.32299999999999995,0.66,10.0,-12.233,1.0,0.0397,0.0107,0.919,0.41,0.132,80.07300000000002,4.0
Marcin Przybyłowicz,How About A Round Of Gwent?,GWENT: The Witcher Card Game (Original Game Soundtrack),2018-12-04,"['scorecore', 'video game music']",134634.0,27.0,0.311,0.44,0.0,-16.077,1.0,0.0334,0.261,0.919,0.141,0.221,82.064,3.0
Various Artists,Jumper - Edit Version,1998,2017-05-29,[],272973.0,2.0,0.599,0.5429999999999999,0.0,-9.226,1.0,0.0302,0.0129,0.00193,0.29100000000000004,0.624,91.105,4.0
Molotov Cocktail Piano,No Surprises - Instrumental,MCP Performs Radiohead: OK Computer (Instrumental Version),2017-05-19,['piano cover'],238578.0,2.0,0.586,0.132,5.0,-20.069000000000006,1.0,0.0398,0.945,0.936,0.112,0.28600000000000003,74.984,4.0
Molotov Cocktail Piano,Climbing Up The Walls - Instrumental Version,MCP Performs Radiohead: OK Computer (Instrumental Version),2017-05-19,['piano cover'],244848.0,1.0,0.589,0.166,11.0,-16.79,0.0,0.0652,0.932,0.942,0.11,0.0486,74.99,4.0
Molotov Cocktail Piano,Let Down - Instrumental Version,MCP Performs Radiohead: OK Computer (Instrumental Version),2017-05-19,['piano cover'],308773.0,2.0,0.643,0.256,9.0,-19.334,1.0,0.0383,0.922,0.892,0.106,0.17,102.025,4.0
Molotov Cocktail Piano,Subterranean Homesick Alien - Instrumental Version,MCP Performs Radiohead: OK Computer (Instrumental Version),2017-05-19,['piano cover'],278710.0,1.0,0.6,0.13,0.0,-17.2,1.0,0.0438,0.877,0.933,0.11,0.0357,148.966,3.0
Muse,(jfk),Drones,2015-06-04,"['modern rock', 'permanent wave', 'rock']",54620.0,43.0,0.461,0.433,4.0,-21.59,0.0,0.321,0.7090000000000001,0.0,0.759,0.421,100.418,3.0
Adam Skorupa,The Lone Survivor,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",76000.0,25.0,0.555,0.7120000000000001,10.0,-12.991,0.0,0.0484,0.552,0.952,0.117,0.171,130.076,4.0
Japanese Wallpaper,Between Friends (feat. Jessie Davidson),Japanese Wallpaper (Deluxe),2016-01-29,"['australian indie', 'australian pop', 'indie dream pop', 'vapor soul']",232450.0,25.0,0.439,0.662,5.0,-8.588,1.0,0.027000000000000003,0.152,0.523,0.0952,0.397,159.952,4.0
Japanese Wallpaper,Forces (feat. Airling) - Grynpyret Remix,Japanese Wallpaper (Deluxe),2016-01-29,"['australian indie', 'australian pop', 'indie dream pop', 'vapor soul']",184175.0,10.0,0.733,0.516,5.0,-8.886000000000003,1.0,0.233,0.0181,7.219999999999999e-05,0.185,0.436,90.751,4.0
Japanese Wallpaper,Forces (feat. Airling),Japanese Wallpaper (Deluxe),2016-01-29,"['australian indie', 'australian pop', 'indie dream pop', 'vapor soul']",249147.0,35.0,0.594,0.755,4.0,-7.26,1.0,0.0282,0.28,0.0047,0.256,0.608,155.994,4.0
Various Artists,Singularity,MrSuicideSheep Presents - Taking You Higher,2015-10-09,[],271894.0,19.0,0.732,0.192,8.0,-10.665,1.0,0.057,0.284,0.16699999999999998,0.106,0.0713,128.009,4.0
Various Artists,Requiem For Anna,Monsieur Gainsbourg Revisited,2020-04-24,[],158066.0,37.0,0.6579999999999999,0.6990000000000001,6.0,-4.604,1.0,0.0362,0.103,0.537,0.105,0.64,99.493,4.0
Madeon,Innocence (feat. Aquilo),Adventure (Deluxe),2015-03-30,"['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house']",224306.0,44.0,0.35200000000000004,0.6629999999999999,0.0,-6.91,0.0,0.0417,0.034,0.00015,0.214,0.151,87.949,4.0
Kaskade,Something Something Champs - Radio Edit,I Remember,2014-07-22,"['big room', 'chicago house', 'edm', 'electro house', 'electropop', 'house', 'pop', 'progressive house', 'tropical house', 'vocal house']",223125.0,36.0,0.458,0.845,4.0,-3.05,1.0,0.0421,0.0673,0.000502,0.4,0.249,128.033,4.0
Fall Out Boy,Beat It - Studio Version Featuring John Mayer,Live In Phoenix,2008-01-01,"['emo', 'modern rock', 'pop punk']",230306.0,48.0,0.5589999999999999,0.939,0.0,-3.409,1.0,0.0679,0.0442,2.27e-06,0.315,0.8240000000000001,149.97899999999996,4.0
The Smashing Pumpkins,Cherub Rock - Remastered 2011,Siamese Dream (Deluxe Edition),1993,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'rock']",298253.0,65.0,0.382,0.867,9.0,-7.426,1.0,0.0399,5.91e-06,0.581,0.196,0.453,87.309,4.0
Parekh & Singh,Panda - Dream Levels,Ocean (Deluxe),2018-02-02,"['indian indie', 'kolkata indie']",152324.0,18.0,0.742,0.263,4.0,-12.916,1.0,0.0465,0.925,2.09e-05,0.189,0.453,130.003,1.0
Phoebe Ryan,Mine (feat. Skizzy Mars) - Michael Keenan Remix,Mine EP,2015-06-09,"['dance pop', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop']",224666.0,37.0,0.718,0.722,5.0,-4.887,1.0,0.08900000000000001,0.14,0.0,0.309,0.74,106.095,4.0
Chilly Gonzales,The Tourist,Solo Piano,2004,['neo-classical'],170520.0,28.0,0.385,0.0721,5.0,-22.56,1.0,0.0579,0.992,0.946,0.161,0.0795,184.091,4.0
Various Artists,Two Worlds,Tarzan (Original Motion Picture Soundtrack),1999-05-18,[],198466.0,61.0,0.6579999999999999,0.6990000000000001,5.0,-10.219,0.0,0.0794,0.211,0.0105,0.236,0.394,110.048,4.0
Phil Collins,Another Day In Paradise - 2016 Remaster,...But Seriously (Deluxe Edition),1989-11-20,"['mellow gold', 'rock drums', 'soft rock']",322133.0,75.0,0.78,0.565,3.0,-7.32,0.0,0.0306,0.736,0.00269,0.063,0.365,101.967,4.0
The Goo Goo Dolls,Slide,Dizzy up the Girl,1998-09-11,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",212066.0,71.0,0.395,0.843,8.0,-4.476,1.0,0.0374,0.00483,0.0,0.0404,0.481,112.423,4.0
Pixies,Wave Of Mutilation (uk Surf),Complete B Sides,2001-03-05,"['alternative rock', 'art rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']",180133.0,60.0,0.642,0.355,5.0,-14.196,1.0,0.0328,0.094,3.4200000000000005e-05,0.0865,0.7240000000000001,180.258,4.0
Tycho,From Home - Mux Mool Remix,Past Is Prologue,2006-10-25,"['chillwave', 'downtempo', 'indietronica', 'intelligent dance music']",239444.0,28.0,0.557,0.856,6.0,-7.951,0.0,0.0701,0.00683,0.015,0.0527,0.122,90.00299999999999,4.0
Gavin James,The Book Of Love - Single Version,The Book Of Love,2015-05-04,"['irish pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",193111.0,43.0,0.669,0.308,0.0,-13.798,1.0,0.0279,0.8240000000000001,0.000477,0.101,0.224,104.916,4.0
Mogwai,The Lord Is Out Of Control - Nils Frahm Remix,Music Industry 3. Fitness Industry 1.,2014-12-01,"['british post-rock', 'cosmic post-rock', 'post-rock']",294140.0,12.0,0.354,0.402,5.0,-10.661,1.0,0.0415,0.16,0.8170000000000001,0.0888,0.0663,120.02,3.0
Trent Reznor And Atticus Ross,Between Two Poles,Before the Flood (Music from the Motion Picture),2016-10-28,['soundtrack'],486538.0,30.0,0.14400000000000002,0.19,4.0,-18.943,0.0,0.0409,0.984,0.944,0.0836,0.0398,74.456,4.0
Various Artists,We Speak Chinese,Rocket League (Official Game Soundtrack),2015-07-01,[],277500.0,37.0,0.691,0.862,9.0,-7.652,1.0,0.0483,0.00356,0.922,0.0877,0.613,128.063,4.0
Chillout Lounge,Sleep And Relaxation,"Calm Piano Music for Meditation, Relax, Yoga, Zen, Sleep, Study, Massage, Baby and Positive Thinking.",2015-09-21,[],54922.0,30.0,0.455,0.051,0.0,-28.025,1.0,0.0575,0.979,0.911,0.118,0.679,170.222,3.0
Chillout Lounge,Positive Thinking,"Calm Piano Music for Meditation, Relax, Yoga, Zen, Sleep, Study, Massage, Baby and Positive Thinking.",2015-09-21,[],50755.0,25.0,0.196,0.0075099999999999984,0.0,-36.2,1.0,0.0553,0.961,0.914,0.17,0.297,173.02900000000002,3.0
Stomacher,Untitled / Dark Divider,Sentimental Education,2009-06-23,[],243680.0,12.0,0.5670000000000001,0.722,11.0,-8.181000000000001,1.0,0.0487,0.426,0.00228,0.769,0.5479999999999999,127.982,4.0
Emancipator,Eve Ii (odesza Remix),Dusk to Dawn Remixes,2015-07-08,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",309226.0,45.0,0.708,0.745,2.0,-6.961,1.0,0.0424,0.0464,0.873,0.365,0.161,122.016,4.0
Matt And Kim,Block After Block,Sidewalks,2010-11-02,"['brooklyn indie', 'indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler']",176400.0,41.0,0.6859999999999999,0.8490000000000001,1.0,-4.931,0.0,0.0365,0.00111,0.0,0.299,0.518,101.989,4.0
Arcade Fire,Neighborhood #2 (laika),Funeral,2004-06-16,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",212000.0,49.0,0.555,0.8759999999999999,11.0,-5.627999999999999,0.0,0.0369,0.0556,0.00503,0.121,0.961,130.703,4.0
Atoms For Peace,Before Your Very Eyes...,AMOK,2013-02-25,"['electronic rock', 'glitch pop', 'modern alternative rock', 'supergroup']",347781.0,45.0,0.552,0.81,10.0,-11.19,0.0,0.0377,0.114,0.8390000000000001,0.0926,0.411,123.983,4.0
Muse,Exogenesis: Symphony Pt. 1 (overture),The Resistance,2009-09-10,"['modern rock', 'permanent wave', 'rock']",258440.0,49.0,0.262,0.474,5.0,-9.079,1.0,0.0359,0.00689,0.84,0.16899999999999998,0.047,120.326,3.0
Muse,Hate This And I'll Love You,Showbiz,1999,"['modern rock', 'permanent wave', 'rock']",309560.0,42.0,0.235,0.442,2.0,-8.752,1.0,0.0322,0.0572,0.122,0.0611,0.0551,156.22899999999996,3.0
Massive Attack,Exchange,Mezzanine,1998-01-01,"['downtempo', 'electronica', 'trip hop']",251200.0,48.0,0.705,0.21,5.0,-14.007,0.0,0.0288,0.555,0.88,0.111,0.474,123.961,4.0
Pawel Blaszczak,Peaceful Moments,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],310000.0,46.0,0.542,0.362,11.0,-13.333,0.0,0.0283,0.569,0.927,0.18,0.3670000000000001,119.999,4.0
Adam Skorupa,Ambush,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",69183.0,25.0,0.493,0.5479999999999999,8.0,-10.417,1.0,0.0376,0.00384,0.00286,0.13,0.396,84.98100000000002,3.0
Marcin Przybyłowicz,The Shrieker Contract,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",102857.0,43.0,0.513,0.885,7.0,-11.758,0.0,0.0458,0.132,0.0335,0.313,0.385,140.006,4.0
Marcin Przybyłowicz,At War!,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",93684.0,44.0,0.503,0.7190000000000001,2.0,-8.658,0.0,0.037000000000000005,0.0366,6.979999999999999e-05,0.277,0.597,100.021,4.0
Marcin Przybyłowicz,The Night Of Long Fangs,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),2016-06-01,"['scorecore', 'video game music']",104000.0,40.0,0.463,0.482,2.0,-8.482999999999999,1.0,0.0278,0.141,0.257,0.395,0.354,67.03399999999999,4.0
Marcin Przybyłowicz,Trial Of The Grasses,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",114004.0,41.0,0.349,0.488,2.0,-17.277,0.0,0.0298,0.8270000000000001,0.987,0.13699999999999998,0.0649,80.013,4.0
Pawel Blaszczak,A Wolf's Demise,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],131200.0,27.0,0.222,0.184,6.0,-16.95,0.0,0.0332,0.872,0.935,0.113,0.0386,98.282,4.0
Adam Skorupa,Sorceresses,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",120020.0,29.0,0.159,0.276,0.0,-11.228,1.0,0.0315,0.4270000000000001,0.789,0.12,0.0368,62.687,4.0
Adam Skorupa,An Army Lying In Wait,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",233004.0,27.0,0.177,0.359,9.0,-16.761,1.0,0.0394,0.632,0.884,0.127,0.0645,119.79,3.0
Adam Skorupa,Easier Said Than Killed,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",69407.0,26.0,0.495,0.8959999999999999,2.0,-13.217,0.0,0.0497,0.0261,0.654,0.123,0.18600000000000005,101.969,4.0
Adam Skorupa,Harpy Lair,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",148000.0,23.0,0.188,0.274,4.0,-18.531,1.0,0.0398,0.165,0.84,0.113,0.0608,81.508,5.0
Pawel Blaszczak,Night Approaches,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],68266.0,27.0,0.502,0.6940000000000001,10.0,-10.668,0.0,0.0298,0.369,0.66,0.138,0.463,83.416,4.0
Marcin Przybyłowicz,On Thin Ice,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",97000.0,42.0,0.418,0.47,10.0,-10.385,1.0,0.0438,0.0276,4.32e-06,0.112,0.306,75.937,4.0
Pawel Blaszczak,The Grand Master Revealed,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],88626.0,23.0,0.124,0.17,10.0,-15.547,0.0,0.0339,0.746,0.922,0.0801,0.241,87.035,3.0
Pawel Blaszczak,Prepare For Battle!,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],68453.0,32.0,0.607,0.851,1.0,-13.114,0.0,0.0583,0.142,0.936,0.11,0.428,139.98,4.0
Pawel Blaszczak,Evening In The Tavern,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],57253.0,46.0,0.8390000000000001,0.451,11.0,-13.395,0.0,0.0598,0.828,0.964,0.126,0.966,119.962,4.0
Adam Skorupa,Dreary Stronghold,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",251391.0,24.0,0.0611,0.159,9.0,-15.907,0.0,0.046,0.932,0.856,0.177,0.026,59.514,3.0
Pawel Blaszczak,Dusk Of A Northern Kingdom,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],274960.0,36.0,0.235,0.13,0.0,-21.006,1.0,0.0371,0.925,0.7509999999999999,0.102,0.0736,140.542,4.0
Percival Schuttenbach,"Lazare (steel For Humans, Bulgaria)",Slava! Pieśni Słowian Południowych,2012,"['polish folk metal', 'polish metal', 'slavic folk metal', 'slavic metal']",142744.0,32.0,0.5710000000000001,0.7709999999999999,10.0,-4.332,1.0,0.0914,0.0501,0.0,0.133,0.675,140.02100000000002,4.0
Marcin Przybyłowicz,Bonnie At Morn - Instrumental,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",148000.0,49.0,0.252,0.206,2.0,-13.662,0.0,0.0338,0.966,0.936,0.123,0.0498,89.426,3.0
Pawel Blaszczak,The Order,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],233680.0,25.0,0.0948,0.185,6.0,-20.593000000000004,1.0,0.0314,0.892,0.953,0.11,0.0366,56.353,4.0
Marcin Przybyłowicz,The Moon Over Mount Gorgon,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),2016-06-01,"['scorecore', 'video game music']",125000.0,43.0,0.129,0.341,2.0,-14.192,0.0,0.0311,0.7859999999999999,0.735,0.125,0.0681,89.985,5.0
Adam Skorupa,Trapped,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",81274.0,25.0,0.496,0.857,0.0,-11.837,1.0,0.0373,0.303,0.931,0.0996,0.255,100.036,4.0
Marcin Przybyłowicz,Vivienne,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),2016-06-01,"['scorecore', 'video game music']",96352.0,39.0,0.113,0.308,10.0,-13.062,1.0,0.0365,0.8740000000000001,0.8740000000000001,0.162,0.0361,88.985,3.0
Marcin Przybyłowicz,"Wake Up, Ciri",The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",94200.0,49.0,0.138,0.267,2.0,-11.934,0.0,0.035,0.8959999999999999,0.693,0.256,0.0332,80.15,3.0
Adam Skorupa,A Quiet Corner,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",194890.0,35.0,0.0925,0.261,9.0,-13.97,0.0,0.0361,0.645,0.109,0.128,0.0458,174.926,4.0
Adam Skorupa,Regicide,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",107047.0,26.0,0.156,0.334,9.0,-12.988,0.0,0.0314,0.71,0.933,0.166,0.0382,74.987,3.0
Marcin Przybyłowicz,Eyes Of The Wolf,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",124187.0,47.0,0.679,0.6509999999999999,0.0,-11.279000000000002,0.0,0.029,0.295,0.174,0.382,0.648,105.967,3.0
Percival Schuttenbach,Staroża (the Song Of The Sword-dancer) - Live Version,Wild Hunt (Live Pyrkon 2018),2019-11-08,"['polish folk metal', 'polish metal', 'slavic folk metal', 'slavic metal']",210613.0,20.0,0.536,0.767,2.0,-8.747,1.0,0.0335,0.0733,0.00923,0.247,0.509,169.87099999999995,3.0
Adam Skorupa,Nocturnal Forest,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",221825.0,32.0,0.191,0.263,4.0,-17.916,1.0,0.0392,0.65,0.903,0.109,0.0331,72.633,3.0
Adam Skorupa,The Camp By Night,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",197935.0,22.0,0.0985,0.259,10.0,-16.382,1.0,0.0357,0.541,0.92,0.125,0.0387,89.837,3.0
Adam Skorupa,Harbor Town,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",301988.0,26.0,0.0689,0.215,10.0,-15.803,1.0,0.0384,0.563,0.958,0.113,0.0328,77.94800000000002,3.0
Pawel Blaszczak,Elaine Ettariel,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],75186.0,26.0,0.15,0.244,2.0,-13.803,0.0,0.0444,0.853,2.09e-05,0.151,0.0559,77.236,5.0
Adam Skorupa,Nilfgaard,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",184000.0,23.0,0.193,0.35200000000000004,5.0,-17.515,1.0,0.0459,0.601,0.931,0.11,0.132,114.689,4.0
Marcin Przybyłowicz,"Welcome, Imlerith",The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",165244.0,45.0,0.344,0.546,10.0,-9.127,1.0,0.0376,0.054000000000000006,0.878,0.295,0.0881,61.066,4.0
Marcin Przybyłowicz,For Honor! For Toussaint!,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),2016-06-01,"['scorecore', 'video game music']",124500.0,47.0,0.629,0.8170000000000001,9.0,-9.167,0.0,0.0428,0.103,0.0262,0.334,0.466,90.027,3.0
Marcin Przybyłowicz,When No Man Has Gone Before,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",189498.0,41.0,0.0627,0.101,7.0,-16.155,1.0,0.0429,0.965,0.789,0.0975,0.0385,66.05,4.0
Percival Schuttenbach,"Drink Up, There's More - Live Version",Wild Hunt (Live Pyrkon 2018),2019-11-08,"['polish folk metal', 'polish metal', 'slavic folk metal', 'slavic metal']",135286.0,18.0,0.547,0.911,2.0,-8.785,1.0,0.0694,0.000912,0.698,0.979,0.381,139.92,4.0
Pawel Blaszczak,Leo's Farewell,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],106360.0,29.0,0.179,0.173,2.0,-14.635,0.0,0.0406,0.926,0.79,0.0911,0.07,62.908,4.0
Pawel Blaszczak,Twilight,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],39520.0,25.0,0.189,0.245,2.0,-17.676,0.0,0.0381,0.958,0.126,0.119,0.0395,59.121,3.0
Marcin Przybyłowicz,Blood On The Cobblestones,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",122196.0,46.0,0.5589999999999999,0.7609999999999999,0.0,-10.324000000000002,0.0,0.039,0.0017399999999999998,0.768,0.596,0.551,150.041,4.0
Pawel Blaszczak,Mighty,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],70346.0,30.0,0.575,0.8959999999999999,4.0,-8.235,0.0,0.0534,0.16899999999999998,0.925,0.12,0.581,120.173,3.0
Pawel Blaszczak,Tavern At The End Of World,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],85746.0,43.0,0.608,0.521,4.0,-11.229,0.0,0.0312,0.6890000000000001,0.473,0.116,0.71,125.059,4.0
Marcin Przybyłowicz,"Yes, I Do...",The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",93529.0,49.0,0.173,0.166,7.0,-14.994000000000002,1.0,0.0368,0.972,0.4320000000000001,0.17800000000000002,0.08,137.4,4.0
Adam Skorupa,Violence,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",66461.0,26.0,0.453,0.974,9.0,-11.468,0.0,0.067,0.204,0.982,0.449,0.114,130.026,4.0
Marcin Przybyłowicz,Forged In Fire,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",123786.0,47.0,0.703,0.7140000000000001,10.0,-12.079,1.0,0.0287,0.0504,0.7020000000000001,0.485,0.96,129.963,4.0
Pawel Blaszczak,Temerian Castle Theme,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],49080.0,25.0,0.363,0.282,1.0,-12.36,0.0,0.0318,0.762,0.835,0.07,0.215,100.041,4.0
Marcin Przybyłowicz,Beyond Hill And Dale...,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),2016-06-01,"['scorecore', 'video game music']",184490.0,39.0,0.168,0.156,10.0,-16.073,1.0,0.0361,0.8640000000000001,0.943,0.13,0.032,144.09,4.0
Adam Skorupa,The Tournament,The Witcher 2: Assassins Of Kings (Enhanced Edition) [Original Game Soundtrack],2015-09-09,"['scorecore', 'video game music']",75000.0,27.0,0.353,0.457,10.0,-10.796,1.0,0.037000000000000005,0.0979,0.8059999999999999,0.166,0.0992,119.445,4.0
Marcin Przybyłowicz,Blood Run,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),2016-06-01,"['scorecore', 'video game music']",121125.0,39.0,0.189,0.418,7.0,-13.961,0.0,0.0366,0.348,0.735,0.163,0.037000000000000005,86.37899999999998,4.0
Marcin Przybyłowicz,Nemesis,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",62275.0,42.0,0.637,0.62,9.0,-11.707,0.0,0.0328,0.00162,0.977,0.7070000000000001,0.339,131.945,4.0
Pawel Blaszczak,Do You Remember?,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],92226.0,30.0,0.207,0.189,10.0,-16.279,1.0,0.0416,0.841,0.966,0.0902,0.0352,72.238,4.0
Percival Schuttenbach,Cloak And Dagger - Live Version,Wild Hunt (Live Pyrkon 2018),2019-11-08,"['polish folk metal', 'polish metal', 'slavic folk metal', 'slavic metal']",183394.0,22.0,0.416,0.7859999999999999,0.0,-7.972,0.0,0.0489,9.41e-05,0.61,0.907,0.406,129.866,4.0
Marcin Przybyłowicz,Witch Hunters,The Witcher 3: Wild Hunt (Original Game Soundtrack),2015-08-26,"['scorecore', 'video game music']",160426.0,45.0,0.111,0.369,0.0,-10.17,0.0,0.034,0.36,0.942,0.378,0.0338,81.684,4.0
Pawel Blaszczak,Silver Sword,The Witcher (Original Game Soundtrack),2015-09-09,['video game music'],93000.0,29.0,0.173,0.113,5.0,-18.62,0.0,0.0403,0.958,0.0201,0.112,0.0389,128.13,3.0
