left_side,right_side,similarity
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
Rocket Man (i Think It's Going To Be A Long Long Time),"Rocket Man (i Think It's Going To Be A Long, Long Time)",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Familia (with Anuel Aa, Feat. Bantu) - Spider-man: Into The Spider-verse","Familia (with Anuel Aa, Feat. Bantu) - Spider-man: Into The Spider-verse",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Shake Shake - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
"Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Tutti Frutti - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000007
Hero/heroine,Hero / Heroine,1.0000000000000004
Rainbow Connection,Rainbow Connection,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Back To Black,Back To Black,1.0000000000000004
Back To Black,Back To Black,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Rainbow Connection,Rainbow Connection,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Three Rounds And A Sound - Daytrotter Version,Three Rounds And A Sound - Daytrotter Version,1.0000000000000004
Short Skirt/long Jacket,Short Skirt / Long Jacket,1.0000000000000004
"Flightless Bird, American Mouth - Wedding Version","Flightless Bird, American Mouth - Wedding Version",1.0000000000000004
"Flightless Bird, American Mouth - Wedding Version","Flightless Bird, American Mouth - Wedding Version",1.0000000000000004
One Time Doomsday Trip To Nowhere (feat. Ty Segall),One Time Doomsday Trip To Nowhere (feat. Ty Segall),1.0000000000000004
"Flightless Bird, American Mouth - Wedding Version","Flightless Bird, American Mouth - Wedding Version",1.0000000000000004
"Flightless Bird, American Mouth - Wedding Version","Flightless Bird, American Mouth - Wedding Version",1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
The Beast - Digitally Remastered 95,The Beast - Digitally Remastered 95,1.0000000000000004
One More Robot/sympathy 3000-21,One More Robot / Sympathy 3000-21,1.0000000000000004
One More Robot/sympathy 3000-21,One More Robot / Sympathy 3000-21,1.0000000000000004
One More Robot/sympathy 3000-21,One More Robot / Sympathy 3000-21,1.0000000000000004
See You Space Cowboys Not Final Mountain Root,See You Space Cowboys Not Final Mountain Root,1.0000000000000004
See You Space Cowboys Not Final Mountain Root,See You Space Cowboys Not Final Mountain Root,1.0000000000000004
See You Space Cowboys Not Final Mountain Root,See You Space Cowboys Not Final Mountain Root,1.0000000000000004
One More Robot/sympathy 3000-21,One More Robot / Sympathy 3000-21,1.0000000000000004
One More Robot/sympathy 3000-21,One More Robot / Sympathy 3000-21,1.0000000000000004
The Wolf And The Swallow,The Wolf And The Swallow,1.0000000000000004
Climbing Up The Walls,Climbing Up The Walls,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Take It Away,Take It Away,1.0000000000000004
Nandemonaiya - Movie Edit,Nandemonaiya - Movie Edit.,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Achha Ji Main Haari Chalo,Achha Ji Main Haari Chalo,1.0000000000000004
Nandemonaiya - Movie Edit,Nandemonaiya - Movie Edit.,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Take It Away,Take It Away,1.0000000000000004
Take It Away,Take It Away,1.0000000000000004
Nandemonaiya - Movie Edit,Nandemonaiya - Movie Edit.,1.0000000000000004
"Flightless Bird, American Mouth - Wedding Version","Flightless Bird, American Mouth - Wedding Version",1.0000000000000004
Three Rounds And A Sound - Daytrotter Version,Three Rounds And A Sound - Daytrotter Version,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Nandemonaiya - Movie Edit,Nandemonaiya - Movie Edit.,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
"100 Days, 100 Nights","100 Days, 100 Nights",1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Moh Moh Ke Dhaage (male),Moh Moh Ke Dhaage (male),1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Hero/heroine,Hero / Heroine,1.0000000000000004
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Blackout,Blackout,1.0000000000000002
Blackout,Blackout,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Stargazer - Original Mix,Stargazer - Original Mix,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Weightless,Weightless,1.0000000000000002
Floating,Floating,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Aaj Main Upar - Khamoshi - The Musical / Soundtrack Version,Aaj Main Upar - Khamoshi - The Musical / Soundtrack Version,1.0000000000000002
Floating,Floating,1.0000000000000002
Kho Jaane Do,Kho Jaane Do,1.0000000000000002
Floating,Floating,1.0000000000000002
Your Ghost,Your Ghost,1.0000000000000002
Floating,Floating,1.0000000000000002
Your Ghost,Your Ghost,1.0000000000000002
Revelation,Revelation,1.0000000000000002
Days Of Thunder - Extended Mix,Days Of Thunder - Extended Mix,1.0000000000000002
Days Of Thunder - Extended Mix,Days Of Thunder - Extended Mix,1.0000000000000002
Days Of Thunder - Extended Mix,Days Of Thunder - Extended Mix,1.0000000000000002
Galactic Mermaid,Galactic Mermaid,1.0000000000000002
Galactic Mermaid,Galactic Mermaid,1.0000000000000002
Calling (lose My Mind) - Radio Edit,Calling (lose My Mind) - Radio Edit,1.0000000000000002
Calling (lose My Mind) - Radio Edit,Calling (lose My Mind) - Radio Edit,1.0000000000000002
Calling (lose My Mind) - Radio Edit,Calling (lose My Mind) - Radio Edit,1.0000000000000002
Aaj Main Upar - Khamoshi - The Musical / Soundtrack Version,Aaj Main Upar - Khamoshi - The Musical / Soundtrack Version,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Hide And Seek,Hide And Seek,1.0000000000000002
Myxomatosis.,Myxomatosis,1.0000000000000002
Broken Light - J_ashworth Diffraction Remix,Broken Light - J_ashworth Diffraction Remix,1.0000000000000002
Floating,Floating,1.0000000000000002
Hide And Seek,Hide And Seek,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Floating,Floating,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Floating,Floating,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Floating,Floating,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Nevermind,Nevermind,1.0000000000000002
Floating,Floating,1.0000000000000002
Myxomatosis.,Myxomatosis,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Forest Fires,Forest Fires,1.0000000000000002
Forest Fires,Forest Fires,1.0000000000000002
Forest Fires,Forest Fires,1.0000000000000002
Smile,Smile,1.0000000000000002
Smile,Smile,1.0000000000000002
Smile,Smile,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Emergency,Emergency,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Little Lover - Instrumental,Little Lover - Instrumental,1.0000000000000002
Little Lover - Instrumental,Little Lover - Instrumental,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Nothing Stays The Same - 2014 Mix,Nothing Stays The Same - 2014 Mix,1.0000000000000002
Autumn Leaves,Autumn Leaves,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
Alone,Alone,1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Sticks & Stones,Sticks & Stones,1.0000000000000002
Sticks & Stones,Sticks & Stones,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Better Than,Better Than,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
"Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""","Parlez Moi D'amour - From ""the Magic Strings Of Frankie Presto: The Musical Companion""",1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
The Gloaming.,The Gloaming,1.0000000000000002
Wait,Wait,1.0000000000000002
The Gloaming.,The Gloaming,1.0000000000000002
Jiya Dhadak Dhadak Jaye,Jiya Dhadak Dhadak Jaye,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Jiya Dhadak Dhadak Jaye,Jiya Dhadak Dhadak Jaye,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Awake,Awake,1.0000000000000002
Awake,Awake,1.0000000000000002
Awake,Awake,1.0000000000000002
Jiya Dhadak Dhadak Jaye,Jiya Dhadak Dhadak Jaye,1.0000000000000002
Awake,Awake,1.0000000000000002
Wait,Wait,1.0000000000000002
Wait,Wait,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Awake,Awake,1.0000000000000002
Awake,Awake,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Awake,Awake,1.0000000000000002
Awake,Awake,1.0000000000000002
Awake,Awake,1.0000000000000002
Jiya Dhadak Dhadak Jaye,Jiya Dhadak Dhadak Jaye,1.0000000000000002
Awake,Awake,1.0000000000000002
Awake,Awake,1.0000000000000002
Awake,Awake,1.0000000000000002
Banana Co.,Banana Co,1.0000000000000002
Calling (lose My Mind) - Radio Edit,Calling (lose My Mind) - Radio Edit,1.0000000000000002
Space Lion,Space Lion,1.0000000000000002
Alone,Alone,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Hummingbird,Hummingbird,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Powder,Powder,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Powder,Powder,1.0000000000000002
Powder,Powder,1.0000000000000002
Powder,Powder,1.0000000000000002
Powder,Powder,1.0000000000000002
Powder,Powder,1.0000000000000002
Powder,Powder,1.0000000000000002
Powder,Powder,1.0000000000000002
The Banks Of The Sansretour,The Banks Of The Sansretour,1.0000000000000002
Doki Doki Literature Club!,Doki Doki Literature Club!,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Memories,Memories,1.0000000000000002
Fall Into Me,Fall Into Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Here With Me,Here With Me,1.0000000000000002
Memories,Memories,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
Ye Tumhari Meri Baatein,Ye Tumhari Meri Baatein,1.0000000000000002
