name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Atop a Cake,Alvvays,Alvvays,2014-07-22,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",199573,46,0.284,0.837,4,-3.864,1,0.0529,0.334,0.51,0.346,0.457,167.393,4
Drown (Vinland Saga),Drown (Vinland Saga),Miura Jam,2020-04-13,"['anime score', 'otacore']",233250,36,0.627,0.45,7,-10.366,1,0.0473,0.0167,0.0,0.0504,0.331,90.042,4
The Other,I met you when I was 18. (the playlist),Lauv,2018-05-31,['pop'],189333,66,0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,4
Breathe,I met you when I was 18. (the playlist),Lauv,2018-05-31,['pop'],237810,65,0.32,0.393,4,-8.08,1,0.039,0.728,0.0,0.341,0.193,136.746,4
Reforget,I met you when I was 18. (the playlist),Lauv,2018-05-31,['pop'],231676,61,0.44,0.469,5,-8.338,0,0.112,0.449,0.0,0.169,0.225,169.755,4
Baker Street,City to City,Gerry Rafferty,1978,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",365626,70,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,4
Are You Ready to Love Me?,Healing Tide,The War and Treaty,2018-08-10,['funk'],214187,52,0.533,0.776,8,-7.092,1,0.0847,0.151,8.65e-05,0.13,0.697,90.061,4
On A Farm,On A Farm,Joy Again,2017-09-20,['indie garage rock'],106371,39,0.3,0.274,5,-12.769,1,0.0495,0.968,0.0345,0.299,0.08,105.075,4
Starting Again,Starting Again,The Cry,2018-07-30,"['jangle pop', 'san diego indie']",175333,49,0.482,0.836,2,-7.935,1,0.0397,0.0899,0.363,0.109,0.691,158.702,4
By the Way,By the Way (Deluxe Edition),Red Hot Chili Peppers,2002-07-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",216933,74,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4
"100 Days, 100 Nights","100 Days, 100 Nights",Sharon Jones & The Dap-Kings,2007-10-02,"['afrobeat', 'classic soul', 'funk', 'neo soul', 'retro soul', 'soul', 'southern soul']",225133,53,0.452,0.557,9,-6.899,0,0.0351,0.606,0.0,0.283,0.68,111.362,4
Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Bella Ciao (Música Original de la Serie la Casa de Papel/ Money Heist),Manu Pilas,2018-04-20,[],139844,75,0.46,0.564,9,-10.329,0,0.0343,0.538,0.0,0.191,0.962,135.178,5
Better Go,You Look A Lot Like Me,Mal Blum,2015-10-02,"['anti-folk', 'folk punk']",193546,35,0.679,0.554,10,-7.33,1,0.0614,0.693,1.73e-05,0.111,0.63,109.013,4
Course Of The Satellite,Course Of The Satellite,The Vryll Society,2018-08-10,"['chamber psych', 'liverpool indie']",301946,32,0.399,0.572,5,-7.591,1,0.0474,0.0037,0.164,0.119,0.524,130.483,4
Lentísimo halo,Halo,Juana Molina,2017-05-05,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",323739,19,0.169,0.0367,3,-24.592,0,0.04,0.858,0.901,0.0946,0.0375,90.451,4
Appointments,Turn Out the Lights,Julien Baker,2017-10-27,"['ambient folk', 'art pop', 'indie folk', 'indie pop', 'indie rock']",273466,51,0.418,0.273,0,-8.887,1,0.0305,0.938,4.06e-05,0.0897,0.0585,110.623,3
Sedona (Live from SXSW 2015),Spotify Sessions,Houndmouth,2015-02-28,"['deep new americana', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']",227245,34,0.378,0.701,3,-7.75,1,0.0456,0.0669,0.000901,0.696,0.249,141.898,4
California Grrls,California Grrls - Single,Shark?,2013-09-01,[],162038,38,0.378,0.959,7,-4.687,1,0.0573,0.000511,0.493,0.072,0.702,156.431,4
I Wouldn't Want to Be Like You,I Robot (Legacy Edition),The Alan Parsons Project,1977-06-01,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",203346,55,0.69,0.647,5,-8.319,0,0.0484,0.505,9.5e-06,0.118,0.299,100.792,4
San Andreas Theme Song,San Andreas Original Mixtape,Young Maylay,2005-11-07,[],86546,59,0.52,0.836,5,-7.13,0,0.213,0.0164,0.0,0.19,0.486,96.855,4
Royals,Pure Heroine,Lorde,2013-09-27,"['art pop', 'dance pop', 'metropopolis', 'nz pop', 'pop']",190185,77,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,4
A Cloak Of Elvenkind,Marcy Playground,Marcy Playground,1997-01-01,"['alternative rock', 'pop rock', 'post-grunge']",179933,37,0.415,0.363,7,-10.736,1,0.0315,0.694,0.633,0.105,0.258,83.486,4
Longing For,Geography Lessons,Ourselves the Elves,2015-10-17,"['pinoy indie', 'pinoy rock']",249712,28,0.414,0.509,4,-7.959,0,0.0268,0.075,0.572,0.274,0.324,136.289,4
Longing For,Geography Lessons,Ourselves the Elves,2015-10-17,"['pinoy indie', 'pinoy rock']",249712,28,0.414,0.509,4,-7.959,0,0.0268,0.075,0.572,0.274,0.324,136.289,4
Longing For,Geography Lessons,Ourselves the Elves,2015-10-17,"['pinoy indie', 'pinoy rock']",249712,28,0.414,0.509,4,-7.959,0,0.0268,0.075,0.572,0.274,0.324,136.289,4
果て無き世界 END OF THE PROLOGUE,Vinland Saga (Original Soundtracks),Various Artists,2020-02-19,[],231040,31,0.0858,0.708,2,-8.865,1,0.065,0.0894,0.527,0.0472,0.036,85.213,4
果て無き世界 END OF THE PROLOGUE,Vinland Saga (Original Soundtracks),Various Artists,2020-02-19,[],231040,31,0.0858,0.708,2,-8.865,1,0.065,0.0894,0.527,0.0472,0.036,85.213,4
Starlight - Live from Wembley Stadium,HAARP (Live from Wembley Stadium),Muse,2007-12-03,"['modern rock', 'permanent wave', 'rock']",253866,30,0.478,0.919,10,-6.001,0,0.0678,0.000159,0.0183,0.874,0.309,121.602,4
"Lose Yourself - From ""8 Mile"" Soundtrack",Curtain Call,Eminem,2005-12-06,"['detroit hip hop', 'hip hop', 'rap']",326466,77,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,4
Daniel In The Den,All This Bad Blood,Bastille,2013-01-01,"['metropopolis', 'modern rock', 'pop', 'pop rock']",188706,50,0.386,0.562,5,-6.938,1,0.0543,0.785,1.93e-05,0.166,0.258,114.066,3
Dreamers (feat. Phoebe Lou),Dreamers (feat. Phoebe Lou),Hopium,2014-08-01,['australian electropop'],320715,35,0.564,0.579,2,-6.149,1,0.0253,0.00437,0.00444,0.0992,0.129,140.01,4
Upper West Side,Make My Bed,King Princess,2018-06-15,"['dance pop', 'electropop', 'indie pop', 'nyc pop', 'pop']",211413,61,0.635,0.496,9,-8.858,1,0.0338,0.277,0.00634,0.081,0.733,141.863,4
Fill Me Up Anthem,Fill Me Up Anthem,Gus Dapperton,2019-03-14,"['bedroom pop', 'indie pop', 'indie poptimism']",276870,45,0.56,0.587,8,-2.998,1,0.0275,0.406,0.0,0.111,0.548,131.001,4
Seventeen,Memory Palace,Stone Cold Fox,2014-05-06,[],236373,36,0.402,0.84,11,-6.074,1,0.0563,0.0167,7.29e-05,0.105,0.266,181.981,4
Spiral,Spiral / Wave Is Not the Water,Wye Oak,2017-09-22,"['art pop', 'baltimore indie', 'chillwave', 'freak folk', 'indie pop', 'indie rock', 'shimmer pop', 'stomp and holler']",348626,41,0.567,0.7,11,-9.325,0,0.0306,0.697,0.836,0.12,0.534,99.985,3
Holocaust,Keep An Eye On The Sky,Big Star,2009-09-14,"['alternative rock', 'art rock', 'baroque pop', 'beatlesque', 'country rock', 'dance rock', 'folk', 'folk rock', 'gbvfi', 'indie rock', 'jangle pop', 'melancholia', 'power pop', 'psychedelic rock', 'pub rock', 'roots rock']",228293,29,0.34,0.0928,0,-16.507,1,0.0343,0.898,0.000645,0.0919,0.16,131.254,4
To the Sea (feat. Rosie Carney),Tell Me It's Real (Expanded Edition),Seafret,2016-01-29,"['folk-pop', 'indie anthem-folk', 'modern rock']",197506,47,0.635,0.28,1,-10.104,1,0.0302,0.782,0.0,0.116,0.32,117.785,3
To the Sea (feat. Rosie Carney),Tell Me It's Real (Expanded Edition),Seafret,2016-01-29,"['folk-pop', 'indie anthem-folk', 'modern rock']",197506,47,0.635,0.28,1,-10.104,1,0.0302,0.782,0.0,0.116,0.32,117.785,3
Hey,Antisocialites,Alvvays,2017-09-08,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",168746,39,0.425,0.86,2,-3.741,1,0.0595,0.000219,0.54,0.242,0.57,160.02,4
Already Gone,Antisocialites,Alvvays,2017-09-08,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']",183653,39,0.367,0.349,11,-7.74,1,0.0268,0.971,0.296,0.633,0.192,81.85,4
Whats Goin' On,Salaam Namaste (Original),Vishal-Shekhar,2005-08-03,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",280398,33,0.833,0.714,0,-6.972,1,0.0597,0.106,2.36e-05,0.315,0.555,105.017,4
Blue Bell,Simpatico,Golden Daze,2019-02-15,['modern dream pop'],225026,39,0.228,0.294,2,-14.715,1,0.0317,0.654,0.606,0.124,0.201,139.812,4
Steel Birds,Steel Birds,Slow Pulp,2018-11-01,"['chicago indie', 'indie garage rock', 'indie rock']",203500,42,0.581,0.432,2,-7.305,1,0.0262,0.461,0.00127,0.0972,0.253,140.062,4
Steel Birds,Steel Birds,Slow Pulp,2018-11-01,"['chicago indie', 'indie garage rock', 'indie rock']",203500,42,0.581,0.432,2,-7.305,1,0.0262,0.461,0.00127,0.0972,0.253,140.062,4
HUNTING FOR YOUR DREAM,ANGEL OF SALVATION,GALNERYUS,2012-10-10,"['anime latino', 'idol rock', 'j-metal', 'japanese power metal', 'neo classical metal', 'power metal', 'progressive metal', 'visual kei']",324453,61,0.275,0.925,11,-3.532,1,0.0598,3.82e-06,8.54e-06,0.0877,0.358,177.988,4
HUNTING FOR YOUR DREAM,ANGEL OF SALVATION,GALNERYUS,2012-10-10,"['anime latino', 'idol rock', 'j-metal', 'japanese power metal', 'neo classical metal', 'power metal', 'progressive metal', 'visual kei']",324453,61,0.275,0.925,11,-3.532,1,0.0598,3.82e-06,8.54e-06,0.0877,0.358,177.988,4
Up to Me,Up to Me,Sera Cahoone,2017-01-13,['indie folk'],193533,52,0.64,0.381,4,-11.79,1,0.0302,0.911,0.000254,0.104,0.581,91.49,4
Angela,Baby Teeth,Flower Face,2018-03-10,['ambient folk'],284143,50,0.46,0.126,1,-13.874,1,0.0346,0.928,3.5e-06,0.0978,0.1,99.4,3
Tum Jab Paas,Tum Jab Paas - Single,Prateek Kuhad,2017-04-24,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter', 'modern bollywood']",235932,58,0.751,0.344,6,-7.712,1,0.0379,0.528,1.62e-06,0.113,0.471,122.1,3
Window,Window,Still Woozy,2020-04-17,"['bedroom pop', 'indie pop', 'modern rock', 'oakland indie']",139293,73,0.714,0.483,4,-9.378,0,0.195,0.436,2.3e-05,0.28,0.67,91.025,4
3 Rounds and a Sound,3 Rounds and a Sound,Blind Pilot,2008-07-15,"['indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",266960,60,0.381,0.288,1,-12.323,1,0.0337,0.843,0.00226,0.12,0.198,59.343,4
Alison,Alison,Swimming Tapes,2017-09-12,['english indie rock'],195955,33,0.331,0.792,2,-7.386,1,0.0309,0.0138,0.0031,0.372,0.657,145.327,4
Alison,Alison,Swimming Tapes,2017-09-12,['english indie rock'],195955,33,0.331,0.792,2,-7.386,1,0.0309,0.0138,0.0031,0.372,0.657,145.327,4
West Coast,Hey Marseilles,Hey Marseilles,2016-02-05,['stomp and holler'],218133,28,0.575,0.651,9,-5.209,1,0.0258,0.00831,2.99e-06,0.099,0.406,138.804,4
Stay Or Leave,Some Devil,Dave Matthews,2003-09-22,['pop rock'],240000,47,0.365,0.393,2,-9.679,1,0.0308,0.734,0.0,0.107,0.337,97.024,3
Message from Atlantis,Living Mirrors,Disperse,2013-02-19,['djent'],384400,26,0.46,0.819,4,-7.035,0,0.0468,0.0829,0.872,0.575,0.0895,149.973,4
Message from Atlantis,Living Mirrors,Disperse,2013-02-19,['djent'],384400,26,0.46,0.819,4,-7.035,0,0.0468,0.0829,0.872,0.575,0.0895,149.973,4
1435,1435,Selfish Things,2018-01-26,"['canadian rock', 'modern alternative rock']",292373,41,0.58,0.353,0,-9.295,1,0.0265,0.0616,4.3e-05,0.128,0.242,141.987,4
Freak,Freak,Olivver the Kid,2014-10-28,"['hopebeat', 'indie poptimism', 'indietronica', 'la pop']",221860,32,0.555,0.67,10,-8.606,0,0.035,0.01,0.513,0.313,0.165,95.011,4
Driver,Home,Blue October,2016-04-22,"['neo mellow', 'pop rock', 'post-grunge', 'san marcos tx indie']",281799,36,0.553,0.609,1,-8.577,0,0.0302,0.104,0.353,0.609,0.251,164.983,4
A Love Song Seven Ways,Nothing Matters,Benjamin Lazar Davis,2018-09-28,[],191700,38,0.641,0.493,0,-8.241,1,0.0914,0.578,0.000574,0.112,0.245,131.058,4
A Love Song Seven Ways,Nothing Matters,Benjamin Lazar Davis,2018-09-28,[],191700,38,0.641,0.493,0,-8.241,1,0.0914,0.578,0.000574,0.112,0.245,131.058,4
Smile Like You Mean It,Hot Fuss,The Killers,2004-06-15,"['modern rock', 'permanent wave', 'rock']",234106,60,0.362,0.979,3,-2.581,0,0.161,0.000378,0.0151,0.231,0.383,125.087,4
Trains - Live,Arriving Somewhere,Porcupine Tree,2006-01-06,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",438946,25,0.243,0.673,2,-10.736,1,0.0476,0.124,0.0361,0.846,0.292,95.821,4
Blackest Eyes - Live,Arriving Somewhere,Porcupine Tree,2006-01-06,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",281080,25,0.272,0.851,2,-6.246,1,0.0363,0.105,0.209,0.807,0.289,94.598,4
Lazarus - Live,Arriving Somewhere,Porcupine Tree,2006-01-06,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",246226,25,0.439,0.681,9,-7.824,1,0.0302,0.431,0.13,0.701,0.321,172.02,4
Shalala Lala,Shalala Lala,Vengaboys,2000,"['bubblegum dance', 'dance pop', 'eurodance', 'europop']",214819,62,0.751,0.901,2,-5.803,1,0.0329,0.0504,0.00293,0.0395,0.973,124.017,4
End Of The World (Radio Edit),End Of The World (RADIO EDIT),Blackfield,2007-06-25,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",274546,10,0.395,0.499,9,-6.746,0,0.0263,0.459,0.00251,0.319,0.323,147.944,3
Bangers + Mash,In Rainbows (Disk 2),Radiohead,2007-12-03,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",199502,43,0.637,0.98,9,-4.981,0,0.115,0.0307,0.000657,0.601,0.65,135.991,4
Ohio,20,HYUKOH,2014-09-18,"['k-indie', 'korean pop', 'korean r&b']",249586,43,0.577,0.546,7,-4.317,1,0.0273,0.706,0.000126,0.0952,0.401,74.997,4
Bear Hands,A Good Look,Private Island,2014-09-08,['vapor soul'],284826,44,0.485,0.894,11,-4.864,0,0.0718,0.0261,0.065,0.137,0.523,126.072,4
Take On Me,The Best Of Us For The Rest Of Us,Reel Big Fish,2010-10-12,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",199253,60,0.576,0.94,9,-3.003,1,0.118,0.0192,0.0,0.133,0.844,97.876,4
Take On Me,The Best Of Us For The Rest Of Us,Reel Big Fish,2010-10-12,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",199253,60,0.576,0.94,9,-3.003,1,0.118,0.0192,0.0,0.133,0.844,97.876,4
Take On Me,The Best Of Us For The Rest Of Us,Reel Big Fish,2010-10-12,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",199253,60,0.576,0.94,9,-3.003,1,0.118,0.0192,0.0,0.133,0.844,97.876,4
When We're Alone,Out of Sorts,Atta Boy,2012-12-20,[],211333,28,0.615,0.66,6,-7.027,1,0.066,0.678,0.0139,0.148,0.407,118.631,4
Brassy Sun,Brassy Sun,S. Carey,2017-08-24,"['chamber pop', 'eau claire indie', 'indie anthem-folk', 'indie folk', 'stomp and holler']",216095,43,0.41,0.193,0,-17.628,1,0.0297,0.921,0.792,0.0876,0.0899,145.032,3
By Your Side,By Your Side / Destroy You,Flatsound,2018-04-16,"['bedroom pop', 'indie pop']",199125,41,0.923,0.464,3,-15.416,1,0.0671,0.717,0.931,0.1,0.401,105.734,4
Sophie,Look Up,The Altogether,2018-01-22,[],247420,46,0.645,0.345,10,-10.861,1,0.0276,0.769,0.0047,0.101,0.296,89.438,4
Lilo,Capsule Silence XXIV (Original Soundtrack),Anamanaguchi,2016-12-21,"['bitpop', 'chiptune', 'future funk', 'indie game soundtrack', 'nintendocore']",181894,27,0.707,0.5,11,-9.539,1,0.0403,0.175,0.914,0.0701,0.793,95.046,4
Appalachian Moon,As You Are (Original Motion Picture Score),Patrick Higgins,2017-02-24,[],192105,36,0.499,0.0583,10,-21.417,1,0.0392,0.804,0.0239,0.138,0.459,141.906,4
Spaceman,Day & Age (Bonus Tracks),The Killers,2008-11-18,"['modern rock', 'permanent wave', 'rock']",284546,63,0.525,0.904,4,-5.488,1,0.0532,0.00257,0.000648,0.12,0.803,151.988,4
Comin' Round Again,From the Hills Below the City,Houndmouth,2013-06-04,"['deep new americana', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']",219800,51,0.348,0.562,6,-5.437,1,0.0305,0.0219,0.000321,0.0989,0.549,142.333,4
Hallelujah Money (feat. Benjamin Clementine),Humanz (Deluxe),Gorillaz,2017-04-28,"['alternative hip hop', 'art pop']",263106,47,0.399,0.522,7,-7.263,1,0.0325,0.0964,7.3e-05,0.431,0.29,162.136,3
Never Leave,Ballad of the Modern Age,lanclier,2018-01-05,[],186475,37,0.76,0.154,9,-12.964,1,0.0384,0.603,2.08e-05,0.195,0.271,120.063,4
Things We Never Say,Psychic Reader,Bad Bad Hats,2015-07-17,['minneapolis indie'],172298,36,0.491,0.258,0,-11.328,0,0.0757,0.714,0.0,0.209,0.482,172.841,4
Heavy,One,Birdtalker,2018-06-22,"['deep new americana', 'folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",264320,59,0.544,0.551,5,-7.112,1,0.0574,0.363,2.14e-05,0.157,0.289,77.654,4
Sally Forth,Sally Forth,Peter McPoland,2019-06-04,[],263093,34,0.405,0.253,0,-10.416,1,0.0292,0.93,0.00434,0.114,0.276,141.27,4
Lover Come Back,If I Should Go Before You,City and Colour,2015-10-09,"['canadian folk', 'canadian indie']",234698,57,0.505,0.647,3,-4.92,1,0.0292,0.0569,0.0,0.299,0.452,137.616,4
To the Moon,To the Moon,Junodream,2018-05-08,['modern dream pop'],170021,49,0.703,0.352,4,-14.859,1,0.0428,0.356,0.00378,0.0715,0.85,108.003,4
Norton Commander (Album V),Oncle Jazz,Men I Trust,2019-09-13,['indie pop'],206312,47,0.632,0.451,1,-14.098,1,0.0429,0.928,0.898,0.0987,0.436,165.98,4
Plastic Beach (feat. Mick Jones and Paul Simonon),Plastic Beach,Gorillaz,2010-03-03,"['alternative hip hop', 'art pop']",227213,61,0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78,4
Can’t Do Much,Saint Cloud,Waxahatchee,2020-03-27,"['alabama indie', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock']",224106,55,0.587,0.544,10,-9.49,1,0.0267,0.581,6.4e-05,0.11,0.459,112.151,4
Nice And Quiet,Bedouine (Deluxe),Bedouine,2017-12-01,"['art pop', 'chamber folk', 'freak folk', 'indie folk', 'indie rock']",231066,51,0.51,0.29,0,-14.789,1,0.0294,0.723,0.386,0.105,0.435,130.936,4
The Great Elsewhere,Heartland,Owen Pallett,2010-01-12,"['art pop', 'chamber pop', 'chamber psych', 'chillwave', 'freak folk']",349866,20,0.28,0.559,11,-9.607,1,0.0631,0.882,0.833,0.0843,0.417,159.956,4
Eras,Wed 21,Juana Molina,2013-10-29,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",264746,21,0.746,0.476,0,-12.349,0,0.0328,0.822,0.147,0.09,0.635,108.016,1
Paraguaya,Halo,Juana Molina,2017-05-05,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",223700,25,0.752,0.214,0,-14.583,0,0.0415,0.202,0.271,0.0812,0.473,130.022,3
R U Mine?,AM,Arctic Monkeys,2013-09-09,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",201726,78,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,4
Fluorescent Adolescent,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",173493,68,0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,4
Death of a Bachelor,Death of a Bachelor,Panic! At The Disco,2016-01-15,"['baroque pop', 'emo', 'modern rock', 'pop punk']",203506,73,0.462,0.538,0,-5.527,1,0.059,0.0137,0.0,0.429,0.405,139.256,4
Durazno Sangrando,Durazno Sangrando,Invisible,1975-05-07,"['argentine indie', 'argentine rock', 'latin rock', 'rock en espanol', 'rock nacional']",219186,48,0.473,0.211,9,-18.017,0,0.0449,0.403,0.0,0.426,0.25,109.81,3
Demasiado,BACH,Bandalos Chinos,2018-08-03,"['argentine alternative rock', 'argentine indie', 'latin rock', 'mexican indie']",225693,57,0.778,0.416,11,-9.716,0,0.0386,0.29,0.0734,0.115,0.4,133.48,4
La Noche Eterna,La Sintesis O'Konor,El Mató a un Policía Motorizado,2017-06-23,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",327739,28,0.687,0.494,4,-10.38,1,0.0248,0.137,0.103,0.154,0.301,104.988,4
La Rata,Wed 21,Juana Molina,2013-10-29,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",258226,8,0.452,0.461,6,-9.937,1,0.0277,0.22,0.224,0.106,0.291,179.887,4
Verve,Organ Freeman,Organ Freeman,2015-12-22,"['instrumental funk', 'modern funk']",332266,34,0.638,0.562,6,-8.104,1,0.0369,0.089,0.289,0.05,0.528,79.984,4
Service Road,Better Oblivion Community Center,Better Oblivion Community Center,2019-01-24,"['art pop', 'indie pop', 'indie rock']",224333,46,0.54,0.548,0,-10.303,1,0.0405,0.454,3.84e-05,0.135,0.525,83.876,4
Otherside,Californication (Deluxe Edition),Red Hot Chili Peppers,1999-06-08,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",255373,79,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4
Otherside,Californication (Deluxe Edition),Red Hot Chili Peppers,1999-06-08,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",255373,79,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4
Lisztomania,Wolfgang Amadeus Phoenix,Phoenix,2009-05-25,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",241640,65,0.486,0.784,0,-6.68,1,0.0852,0.0339,0.00452,0.53,0.315,195.154,4
The Sound Of Muzak - Remastered,In Absentia (Remastered),Porcupine Tree,2020-02-28,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",299011,23,0.289,0.803,2,-10.84,0,0.0363,0.0226,0.0256,0.115,0.514,90.4,4
The Joke's on You,Staircase Infinities (Remaster),Porcupine Tree,1994-12-02,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",261517,20,0.498,0.308,5,-12.028,0,0.0311,0.0316,0.0505,0.116,0.167,126.818,4
Lost Cause,Sea Change,Beck,2002-01-01,"['alternative rock', 'anti-folk', 'modern rock', 'permanent wave', 'rock']",227360,55,0.611,0.577,0,-8.728,1,0.0297,0.26,0.000807,0.467,0.214,119.877,4
Departure,Persuasion System,Com Truise,2019-05-17,"['chillwave', 'future funk', 'indietronica', 'vaporwave']",159188,46,0.39,0.376,4,-17.954,0,0.0358,0.892,0.936,0.18,0.0845,146.167,3
Departure!,HUNTER×HUNTER セレクト×ベスト×α,Yoshihisa Hirano,2013-09-18,['anime score'],257533,67,0.36,0.93,5,-4.748,0,0.0515,0.00765,0.0,0.0723,0.483,159.983,4
Departure!,HUNTER×HUNTER セレクト×ベスト×α,Yoshihisa Hirano,2013-09-18,['anime score'],257533,67,0.36,0.93,5,-4.748,0,0.0515,0.00765,0.0,0.0723,0.483,159.983,4
Eenie Meenie,Eenie Meenie EP,Sean Kingston,2020-02-28,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",201653,65,0.734,0.639,1,-3.241,1,0.0316,0.0348,0.0,0.102,0.836,121.212,4
Me Love,Sean Kingston,Sean Kingston,2008-03-11,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",204293,54,0.66,0.847,1,-3.25,1,0.191,0.0628,0.0,0.112,0.925,180.01,4
Come Back for Me - EP Version,Habits of My Heart,Jaymes Young,2014-09-28,"['indie poptimism', 'modern rock', 'pop']",268735,48,0.359,0.379,7,-9.181,1,0.0327,0.392,0.00205,0.331,0.145,113.925,3
Skyline,A Dream in Static,Earthside,2015-10-23,['djent'],568053,27,0.211,0.888,11,-6.618,0,0.0459,0.000105,0.916,0.0913,0.364,94.994,4
Ten Sails,Ten Sails,Luke Howard,2015-03-29,"['australian ambient', 'calming instrumental', 'compositional ambient', 'focus', 'neo-classical']",199000,25,0.323,0.0339,5,-18.463,1,0.0383,0.993,0.908,0.0591,0.18,125.824,4
"Ay, No Se Ofendan",Wed 21,Juana Molina,2013-10-29,"['argentine indie', 'electronica argentina', 'experimental pop', 'folktronica']",330386,13,0.603,0.536,10,-10.267,0,0.119,0.839,0.751,0.0839,0.199,146.678,4
Moon,Planetarium,James McAlister,2017-06-09,['experimental pop'],222125,36,0.515,0.381,8,-17.725,1,0.0333,0.849,0.701,0.107,0.232,90.983,4
City Lights,City Lights,Sunday Moon,2018-08-29,['k-indie'],241699,46,0.602,0.303,6,-7.978,1,0.0451,0.929,0.091,0.145,0.327,135.99,4
If Blue Could Be Happiness,If Blue Could Be Happiness,Florist,2017-09-29,"['indie folk', 'indie rock', 'small room']",307382,34,0.519,0.291,0,-13.787,1,0.0301,0.693,0.762,0.137,0.315,114.693,3
Seabirds,An Extended Play,Pizzagirl,2018-04-13,"['bedroom pop', 'liverpool indie']",298477,51,0.615,0.622,6,-7.679,1,0.028,0.729,0.0106,0.104,0.516,99.986,4
Horseshoe Crab,Everyone Else,Slothrust,2016-10-28,['indie punk'],290076,40,0.358,0.519,9,-8.159,1,0.0314,0.0289,0.0195,0.163,0.195,129.731,4
I Think You're Alright,I Think You're Alright / Rush,Jay Som,2016-06-24,"['art pop', 'bay area indie', 'chillwave', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'oakland indie', 'small room']",226285,49,0.557,0.475,2,-7.971,1,0.0279,0.00249,0.178,0.629,0.417,140.129,4
