name,playcount,listeners,mbid,url,streamable,tags
Frank Carter & The Rattlesnakes,2282244,110950,,https://www.last.fm/music/Frank+Carter+&+The+Rattlesnakes,0,"seen live, hardcore punk, punk"
aXian,659552,110926,,https://www.last.fm/music/aXian,0,"beats, instrumental hip-hop, Hip-Hop"
Kris Kross Amsterdam,1010741,110868,,https://www.last.fm/music/Kris+Kross+Amsterdam,0,"electronic, dance, House"
Foxing,3665560,110857,b990fb27-aeed-4058-ad69-c5a4ae76f750,https://www.last.fm/music/Foxing,0,"emo, math rock, post-rock"
Scattle,1935132,110816,ba73fdc5-17e4-4d5b-b652-65a224c96135,https://www.last.fm/music/Scattle,0,"electronic, synthwave, synthpop"
Robert Glasper Experiment,1423682,110759,0ec3c9dc-45e7-4bc1-9813-a866acaae772,https://www.last.fm/music/Robert+Glasper+Experiment,0,"jazz, Hip-Hop, experimental"
Leprous,7675094,110695,a2e55cf5-ca3a-4c26-ba62-fc4a4f2bc603,https://www.last.fm/music/Leprous,0,"Progressive metal, Avant-garde Metal, seen live"
Hildur Guðnadóttir,2228516,110673,8a399a51-6b93-448e-82c0-f86c83602605,https://www.last.fm/music/Hildur+Gu%C3%B0nad%C3%B3ttir,0,"ambient, cello, icelandic"
All Them Witches,2380245,110576,b574bfea-2359-4e9d-93f6-71c3c9a2a4f0,https://www.last.fm/music/All+Them+Witches,0,"Stoner Rock, Psychedelic Rock, blues rock"
Jerry Folk,758546,110547,,https://www.last.fm/music/Jerry+Folk,0,"Disco, electronic, indie"
Rolling Blackouts Coastal Fever,1777766,110498,,https://www.last.fm/music/Rolling+Blackouts+Coastal+Fever,0,"indie rock, seen live, jangle pop"
Laraaji,874123,110464,249e0ab9-2690-47f3-8c9a-ef7bb62ee466,https://www.last.fm/music/Laraaji,0,"ambient, instrumental, minimalism"
Betraying the Martyrs,3214413,110294,f38ebbf0-bff3-4f34-811e-39a6d29798d9,https://www.last.fm/music/Betraying+the+Martyrs,0,"deathcore, metalcore, christian"
Tiê,3904336,110189,4c9d623a-8ba8-44ef-b866-17cc8d353019,https://www.last.fm/music/Ti%C3%AA,0,"mpb, folk, female vocalists"
The Contortionist,4779513,110173,a630b133-bcc4-4796-9a0e-685c68b1e6ab,https://www.last.fm/music/The+Contortionist,0,"deathcore, Progressive deathcore, Progressive metal"
Roger Eno,998054,110168,796dea98-57f0-4c92-8dce-990bdbc4510a,https://www.last.fm/music/Roger+Eno,0,"ambient, new age, atmospheric"
GOT7,13850930,110162,9f6a8346-15f3-4ec4-a632-f5270b0945a3,https://www.last.fm/music/GOT7,0,"k-pop, Korean, Kpop"
The Chords,546220,110110,c37b0a84-3eaf-4495-99f0-5a8158698864,https://www.last.fm/music/The+Chords,0,"mod revival, mod, doo wop"
Let's Eat Grandma,1983988,110086,,https://www.last.fm/music/Let%27s+Eat+Grandma,0,"art pop, dream pop, seen live"
The Garden,3420101,110013,d5c29a92-1043-4cf8-8fef-68a03bf4fbc7,https://www.last.fm/music/The+Garden,0,"post-punk, punk, seen live"
Worakls,1546233,109970,272deaa4-4699-46ee-abe8-c63f495142d7,https://www.last.fm/music/Worakls,0,"techno, minimal, minimal techno"
Luiz Melodia,1082877,109945,40bee6cd-8f0c-407e-8e90-d5bdb9231a2d,https://www.last.fm/music/Luiz+Melodia,0,"mpb, samba, brasil"
Miami Nights 1984,1780561,109921,f7162d10-a087-46db-b6c8-6021d9c2bf4d,https://www.last.fm/music/Miami+Nights+1984,0,"synthpop, electronic, synthwave"
Cattle Decapitation,5492447,109918,0bfb489b-7da8-4b28-b144-eee7599ed1e9,https://www.last.fm/music/Cattle+Decapitation,0,"grindcore, death metal, deathgrind"
Thrupence,1025098,109778,a5d087bd-13c9-4fe3-b7cf-a378c6f14d87,https://www.last.fm/music/Thrupence,0,"ambient, electronic, chillout"
The Prototypes,957910,109774,b047f834-e2cd-4f31-a324-fefbfc080c15,https://www.last.fm/music/The+Prototypes,0,"Drum and bass, indie, british"
Baio,675462,109767,82b89e34-d37d-40c9-a506-56a6d0f96d99,https://www.last.fm/music/Baio,0,"electronic, House, electronica"
AJ Tracey,2601258,109605,,https://www.last.fm/music/AJ+Tracey,0,"Grime, Hip-Hop, rap"
Kiana Ledé,1961811,109601,,https://www.last.fm/music/Kiana+Led%C3%A9,0,"rnb, pop, female vocalists"
Brenton Wood,817542,109560,bc86d48c-5393-4436-bb5d-2c214d07a676,https://www.last.fm/music/Brenton+Wood,0,"soul, 60s, oldies"
LA Priest,935966,109510,576136d1-4733-4d98-8292-a7a3c4cffb83,https://www.last.fm/music/LA+Priest,0,"electronic, experimental, minimal"
Nico Vega,1814578,109394,afbfa0c2-f2cb-405a-9695-f9cd886286aa,https://www.last.fm/music/Nico+Vega,0,"female vocalists, indie rock, rock"
CHON,3942509,109382,d7235f31-229a-4c04-abca-14e0fbcba26e,https://www.last.fm/music/CHON,0,"math rock, instrumental, Progressive metal"
Vinícius de Moraes,936710,109375,1c01cf84-07c7-408a-b5a8-7dae0b1312fc,https://www.last.fm/music/Vin%C3%ADcius+de+Moraes,0,"Bossa Nova, mpb, brazilian"
Mountain Man,1637806,109230,f281b9de-a9de-422c-b868-9095669ab837,https://www.last.fm/music/Mountain+Man,0,"folk, hardcore, female vocalists"
Tessa Violet,3156293,109176,b4246b6b-b1fd-4401-b438-d12f98e5e2a4,https://www.last.fm/music/Tessa+Violet,0,"pop, indie pop, russian"
Friction,882505,109129,e82e71d3-c420-4be3-964f-585bf09b3038,https://www.last.fm/music/Friction,0,"Drum and bass, punk, japanese"
UMI,1524753,109124,8938693a-d73e-4b89-a90b-a28a282e8088,https://www.last.fm/music/UMI,0,"rnb, Hip-Hop, seen live"
Ilan Eshkeri,1560542,109078,d96b227e-87fb-4391-ac1a-8a2657ead68b,https://www.last.fm/music/Ilan+Eshkeri,0,"Soundtrack, instrumental, composer"
invention_,953336,108926,,https://www.last.fm/music/invention_,0,"beats, instrumental hip-hop, Hip-Hop"
Moow,1112978,108913,,https://www.last.fm/music/Moow,0,"hip hop, lo fi, trip-hop"
S U R V I V E,1080067,108909,9e26116a-2d3b-4765-855f-734e9453a45e,https://www.last.fm/music/S+U+R+V+I+V+E,0,"witch house, electronic, experimental"
Umberto Tozzi,709001,108908,76dffaaa-57c7-4b86-8ea1-bcf351dc950c,https://www.last.fm/music/Umberto+Tozzi,0,"italian, pop, 80s"
Sebastian Yatra,1762408,108902,,https://www.last.fm/music/Sebastian+Yatra,0,"Reggaeton, seen live, pop"
Big Shaq,592308,108895,,https://www.last.fm/music/Big+Shaq,0,"Hip-Hop, comedy, rap"
Mc Fioti,753167,108874,,https://www.last.fm/music/Mc+Fioti,0,"funk, pop, latin"
EL VY,1638722,108839,,https://www.last.fm/music/EL+VY,0,"indie rock, indie, rock"
Unlike Pluto,2028956,108808,6a310a97-aff0-47ce-a581-edac22897d2d,https://www.last.fm/music/Unlike+Pluto,0,"electronic, dubstep, House"
letlive.,5490031,108739,abb13bd9-1d1e-40fd-bad9-5eea4217d8a6,https://www.last.fm/music/letlive.,0,"post-hardcore, hardcore, experimental"
June,1250844,108717,a39697c5-ec30-4628-97bd-056fb5faa0f7,https://www.last.fm/music/June,0,"seen live, emo, pop punk"
Chico Science & Nação Zumbi,3307168,108714,e3954b21-0d05-45ea-a057-e8cc4c9b1ab5,https://www.last.fm/music/Chico+Science+&+Na%C3%A7%C3%A3o+Zumbi,0,"manguebeat, brazilian, maracatu"
Kara,7678092,108631,b1146ed6-d34f-4d8b-a3f4-b9696b76c82a,https://www.last.fm/music/Kara,0,"k-pop, Korean, female vocalists"
GASHI,842851,108613,,https://www.last.fm/music/GASHI,0,"Hip-Hop, rap, rnb"
Monster Rally,1980874,108578,ba934f3d-4e53-482a-a632-6848935de50c,https://www.last.fm/music/Monster+Rally,0,"chillwave, Lo-Fi, electronic"
Uncle Acid & the Deadbeats,2691437,108558,e5edd3b8-2a81-42c4-93a4-c19a10713295,https://www.last.fm/music/Uncle+Acid+&+the+Deadbeats,0,"Psychedelic Rock, Stoner Rock, doom metal"
Candy Claws,2140931,108499,da5eaa3b-397e-4af8-9a12-5c4ec93e8b48,https://www.last.fm/music/Candy+Claws,0,"dream pop, shoegaze, psychedelic"
Paul Kelly,1828559,108462,e2459c47-a682-405f-bd20-0105b9a7f50a,https://www.last.fm/music/Paul+Kelly,0,"australian, folk, singer-songwriter"
Throttle,667228,108450,b9809836-7588-419d-ab9e-e1685be21b1d,https://www.last.fm/music/Throttle,0,"House, electronic, seen live"
Will Sparks,830587,108446,75b187e8-7848-4cc6-93f4-73fe4b3ad5b2,https://www.last.fm/music/Will+Sparks,0,"electronic, Progressive House, dance"
Jessica Pratt,2120084,108402,1a331805-47cc-4f30-a123-94d820dbca31,https://www.last.fm/music/Jessica+Pratt,0,"folk, singer-songwriter, female vocalists"
Colony House,999208,108379,5f3987e9-20f7-4f45-8187-7ef2102e712a,https://www.last.fm/music/Colony+House,0,"indie rock, indie, seen live"
Damu The Fudgemunk,2358812,108262,c0170663-daf4-4445-8ee8-64e0415d38a8,https://www.last.fm/music/Damu+The+Fudgemunk,0,"instrumental hip-hop, Hip-Hop, underground hip-hop"
SDP,3144148,108245,5e4d768d-ef8e-4082-a57d-e55534df7349,https://www.last.fm/music/SDP,0,"german, hip hop, Hip-Hop"
Ira!,2515552,108243,1ccd14d3-c66e-4949-9308-655b8df1a523,https://www.last.fm/music/Ira%21,0,"rock, brazilian rock, 80s"
Gazpacho,4082477,108206,e3fdde77-2ddb-43fd-bf09-883529b1bbb1,https://www.last.fm/music/Gazpacho,0,"Progressive rock, post-rock, norwegian"
Catching Flies,880452,108197,56072b4f-f0e2-486a-b90c-7670ef24068d,https://www.last.fm/music/Catching+Flies,0,"ambient, trip-hop, dream pop"
Aperture Science Psychoacoustics Laboratory,4372464,108105,2b948e66-5269-4311-a89d-3f1126960f9b,https://www.last.fm/music/Aperture+Science+Psychoacoustics+Laboratory,0,"Soundtrack, electronic, ambient"
Zak Abel,759766,108081,,https://www.last.fm/music/Zak+Abel,0,"pop, electronic, soul"
Elvis Depressedly,3089978,108074,531f2c87-9442-4c89-843c-56313dc58ed7,https://www.last.fm/music/Elvis+Depressedly,0,"Lo-Fi, experimental, shoegaze"
Bakar,1183750,108042,62841baa-52ae-4d69-a086-75a129db03fc,https://www.last.fm/music/Bakar,0,"french rap, French hip hop, Hip-Hop"
Crooked Colours,1031256,107806,,https://www.last.fm/music/Crooked+Colours,0,"electronic, indie, indietronica"
Goth Babe,1047605,107781,,https://www.last.fm/music/Goth+Babe,0,"alternative, post-punk, Garage Rock"
Voyager,1666483,107650,f120dbd5-8213-4f27-9088-91d60727fc1c,https://www.last.fm/music/Voyager,0,"Progressive metal, Power metal, metal"
Maduk,1827094,107646,eb01febc-e2ba-45ef-b873-2ccbef4b64cb,https://www.last.fm/music/Maduk,0,"Drum and bass, liquid funk, dnb"
Mt. Wolf,765400,107622,5d7e56b5-91c9-4869-ab9e-072f1760e43d,https://www.last.fm/music/Mt.+Wolf,0,"electronic, trip-hop, folk"
Taake,4694775,107542,52d858dc-d61d-4572-b70f-cc467d1612d8,https://www.last.fm/music/Taake,0,"black metal, Norwegian Black Metal, norwegian"
Isaac Gracie,782492,107517,,https://www.last.fm/music/Isaac+Gracie,0,"singer-songwriter, seen live, indie"
Christopher Jackson,1736174,107491,1b31b39e-06ac-4978-a444-902328d7d7f8,https://www.last.fm/music/Christopher+Jackson,0,"Hip-Hop, vocal, USA"
Los Prisioneros,2549012,107479,a1d044b9-76c9-46d7-a5a6-0f52421e1ed7,https://www.last.fm/music/Los+Prisioneros,0,"rock chileno, rock, chile"
Tirzah,1336117,107314,f697bed6-3b4e-4352-b6fb-70550afd8dcb,https://www.last.fm/music/Tirzah,0,"rnb, electronic, pop"
Skott,999467,107297,,https://www.last.fm/music/Skott,0,"pop, seen live, electronic"
Józef Gatysik,517536,107297,,https://www.last.fm/music/J%C3%B3zef+Gatysik,0,"chillout, chill, instrumental"
The Red Army Choir,2090679,107292,9918a46a-d0a3-4444-9044-3f7286883d68,https://www.last.fm/music/The+Red+Army+Choir,0,"russian, choir, Classical"
Mike Candys,821238,107185,d22704f3-dcf9-4318-b6bb-9eedf565aafa,https://www.last.fm/music/Mike+Candys,0,"House, electro house, electronic"
Fishmans,5516323,107160,d0f25f16-7782-42e8-8047-c16a1cb2b450,https://www.last.fm/music/Fishmans,0,"dub, japanese, dream pop"
Chihei Hatakeyama,1964283,107127,a0778b30-0caa-46cb-a775-b1f2ccc669e8,https://www.last.fm/music/Chihei+Hatakeyama,0,"ambient, minimal, electronic"
Trinidad James,923197,107122,4da8a075-9db8-422e-a154-57386c572d88,https://www.last.fm/music/Trinidad+James,0,"Hip-Hop, rap, trap"
Marmozets,2548610,107095,a8397de0-fe98-42db-bf19-c26b99ead138,https://www.last.fm/music/Marmozets,0,"post-hardcore, math rock, female vocalists"
YBN Nahmir,1488543,107053,,https://www.last.fm/music/YBN+Nahmir,0,"Hip-Hop, rap, trap"
Run River North,702340,106697,8d692501-8d12-48e8-977a-c49266b7aba3,https://www.last.fm/music/Run+River+North,0,"indie, folk, indie rock"
Broken Back,855958,106685,,https://www.last.fm/music/Broken+Back,0,"indie, seen live, pop"
Anna von Hausswolff,2302424,106625,6bd920ac-3b7c-47e0-8f0f-c390f63f5112,https://www.last.fm/music/Anna+von+Hausswolff,0,"swedish, seen live, female vocalists"
Ian Dury,954984,106618,3d5c6889-2471-43c4-b853-08fc5fda810a,https://www.last.fm/music/Ian+Dury,0,"new wave, punk, rock"
Daniela Mercury,1546785,106594,2cf241c0-0d6e-472c-be49-d7691a7aec61,https://www.last.fm/music/Daniela+Mercury,0,"brazilian, mpb, Axe"
Vera Blue,934750,106586,,https://www.last.fm/music/Vera+Blue,0,"pop, folk, female vocalists"
Marco Borsato,2972381,106583,f07b0d13-ef03-4537-a5b4-9474e71a578f,https://www.last.fm/music/Marco+Borsato,0,"dutch, pop, Nederlandstalig"
中島美嘉,4872252,106565,f8d6e5df-069e-4b8d-9a13-cc7e0a558dd1,https://www.last.fm/music/%E4%B8%AD%E5%B3%B6%E7%BE%8E%E5%98%89,0,"j-pop, japanese, female vocalists"
Martinho Da Vila,1047066,106561,88a13d24-7915-4b51-8d95-c8de00ab79ea,https://www.last.fm/music/Martinho+Da+Vila,0,"samba, brazilian, brasil"
Lola Marsh,800273,106453,,https://www.last.fm/music/Lola+Marsh,0,"seen live, folk, indie"
Tedeschi Trucks Band,1702556,106423,e33e1ccf-a3b9-4449-a66a-0091e8f55a60,https://www.last.fm/music/Tedeschi+Trucks+Band,0,"blues rock, blues, female vocalists"
All We Are,830646,106363,a77ecc68-bd2d-483e-b21a-3b3dc21f611d,https://www.last.fm/music/All+We+Are,0,"seen live, british, folk"
Night Riots,1050163,106298,,https://www.last.fm/music/Night+Riots,0,"indie, electronic, seen live"
Faye Webster,1277145,106258,,https://www.last.fm/music/Faye+Webster,0,"indie, singer-songwriter, folk"
ポルノグラフィティ,4574716,106198,95de09ab-3142-4798-9c70-c2e8e1d7374d,https://www.last.fm/music/%E3%83%9D%E3%83%AB%E3%83%8E%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A3%E3%83%86%E3%82%A3,0,"J-rock, japanese, j-pop"
Mick Gordon,3610866,106185,01a36baf-fa2d-4659-8bc2-dbfb5ffed791,https://www.last.fm/music/Mick+Gordon,0,"Soundtrack, industrial metal, DJENT"
Duster,5022347,106112,879d43c6-13a8-42f6-b8df-a9b7d50aa9e2,https://www.last.fm/music/Duster,0,"slowcore, space rock, shoegaze"
Pale Waves,2102387,106086,,https://www.last.fm/music/Pale+Waves,0,"seen live, indie pop, indie"
Merzbow,1988668,106084,2841d983-f8c3-432a-af02-7407a84580a8,https://www.last.fm/music/Merzbow,0,"noise, experimental, industrial"
Delegation,547402,106083,0a4c7d0c-ffca-45a0-bfac-b328c4f0d219,https://www.last.fm/music/Delegation,0,"funk, Disco, soul"
Roy Blair,1595723,106068,,https://www.last.fm/music/Roy+Blair,0,"indie pop, indie, american"
CupcakKe,2404751,105934,,https://www.last.fm/music/CupcakKe,0,"Hip-Hop, rap, hip hop"
Ricchi e poveri,824570,105897,706fe5d6-96df-4c64-ad42-894db061e3da,https://www.last.fm/music/Ricchi+e+poveri,0,"italian, pop, 80s"
Caramell,1628506,105895,6daf40f2-3351-4b27-a27d-876078fc542b,https://www.last.fm/music/Caramell,0,"dance, eurodance, swedish"
Flamingosis,1514863,105878,,https://www.last.fm/music/Flamingosis,0,"Hip-Hop, beats, instrumental hip-hop"
Alcione,1167008,105869,51bde19b-feed-4e6c-99e7-84327defabe2,https://www.last.fm/music/Alcione,0,"samba, mpb, brazilian"
Part Time,1904190,105840,3ab3f4d5-0282-460d-85b6-cf68a471af09,https://www.last.fm/music/Part+Time,0,"psychedelic, pop, Lo-Fi"
Blu & Exile,3207140,105809,dc1610f0-2838-46cb-98d7-9b6b073a7408,https://www.last.fm/music/Blu+&+Exile,0,"Hip-Hop, underground hip-hop, rap"
Burna Boy,1546885,105745,,https://www.last.fm/music/Burna+Boy,0,"Hip-Hop, rap, africa"
Cidade Negra,1584317,105663,4a95ceff-7445-42f1-b34f-01d680777d85,https://www.last.fm/music/Cidade+Negra,0,"reggae, brazilian, brazilian reggae"
Monma,677487,105546,,https://www.last.fm/music/Monma,0,"beats, Hip-Hop, chillhop"
Beast,4030123,105515,df16c302-527c-43a9-bcfb-5c84901142bd,https://www.last.fm/music/Beast,0,"k-pop, b2st, electronic"
Stuck in the Sound,1298406,105471,335abb73-0134-4264-bfd7-9b110ab8d4db,https://www.last.fm/music/Stuck+in+the+Sound,0,"french, indie rock, indie"
PandRezz,760006,105449,,https://www.last.fm/music/PandRezz,0,"Hip-Hop, electronic, Lo-Fi"
Mariana Aydar,1298941,105417,b76ce972-d1f2-4db5-adef-5447323be2f1,https://www.last.fm/music/Mariana+Aydar,0,"mpb, female vocalists, brasil"
NGHTMRE,968333,105411,,https://www.last.fm/music/NGHTMRE,0,"trap, seen live, electronic"
Gente de Zona,874637,105389,35e53195-f6e1-40bc-a3ae-62b1900ee199,https://www.last.fm/music/Gente+de+Zona,0,"Reggaeton, cubaton, cuba"
Axel Boman,775919,105333,82db10b4-03dc-4bdb-be26-053e3c0ccc3c,https://www.last.fm/music/Axel+Boman,0,"deep house, House, minimal techno"
Andhim,702556,105262,957146db-0f9f-471b-a9d6-8dc899de3f10,https://www.last.fm/music/Andhim,0,"tech house, minimal, electronic"
Purple Disco Machine,724197,105203,dc71939a-416f-4804-b031-5749287943f9,https://www.last.fm/music/Purple+Disco+Machine,0,"House, deep house, electronic"
Jauz,943930,105045,,https://www.last.fm/music/Jauz,0,"House, electronic, seen live"
Bad Wolves,1417679,104917,,https://www.last.fm/music/Bad+Wolves,0,"groove metal, alternative metal, seen live"
Supersuckers,1626505,104833,6fa09822-bbe4-4ff8-901d-4a39a4dd82e9,https://www.last.fm/music/Supersuckers,0,"rock, seen live, punk"
The Bobby Fuller Four,569403,104819,c83691bd-ed58-4d97-9edb-3043ace33856,https://www.last.fm/music/The+Bobby+Fuller+Four,0,"classic rock, Rock and Roll, rock"
Nenhum de Nós,2484304,104805,3a4be717-ade6-499d-a553-ddd7ab70b28b,https://www.last.fm/music/Nenhum+de+N%C3%B3s,0,"brazilian rock, rock, rock gaucho"
Ansel Elgort,1050468,104784,,https://www.last.fm/music/Ansel+Elgort,0,"pop, EDM, dance"
Like Moths to Flames,3075804,104755,6f0777a9-50f2-4577-966d-de0943b0b766,https://www.last.fm/music/Like+Moths+to+Flames,0,"metalcore, post-hardcore, hardcore"
Amy Shark,1256157,104696,,https://www.last.fm/music/Amy+Shark,0,"pop, female vocalists, australian"
DJ Okawari,3022979,104686,c7b38fda-4013-4275-83ca-88eb1d1a2f2c,https://www.last.fm/music/DJ+Okawari,0,"japanese, Hip-Hop, downtempo"
Volumes,3908188,104684,9d397404-907d-4355-b5d6-299bae93f6d9,https://www.last.fm/music/Volumes,0,"DJENT, Progressive metal, math metal"
Cinnamon Chasers,2228380,104648,a58d8e9a-cc2a-4aa7-a572-da1dcd911fab,https://www.last.fm/music/Cinnamon+Chasers,0,"electronic, indietronica, british"
Martin O'Donnell,2421708,104647,,https://www.last.fm/music/Martin+O%27Donnell,0,"Soundtrack, video game music, Halo"
Cosmo Pyke,1142824,104619,,https://www.last.fm/music/Cosmo+Pyke,0,"singer-songwriter, london, england"
Fox Stevenson,2058653,104605,0328349c-0d97-406b-9182-2be9025f7504,https://www.last.fm/music/Fox+Stevenson,0,"dubstep, liquid funk, drum & bass"
Hazel English,1007749,104573,,https://www.last.fm/music/Hazel+English,0,"dream pop, indie pop, indie"
Bo Burnham,3267120,104560,889db25c-d1df-457a-b0d1-c405f34a01f3,https://www.last.fm/music/Bo+Burnham,0,"comedy, acoustic, piano"
Ross From Friends,1739254,104501,,https://www.last.fm/music/Ross+From+Friends,0,"House, electronic, outsider house"
FANTOMPOWER,804772,104462,,https://www.last.fm/music/FANTOMPOWER,0,"beats, instrumental, Lo-Fi"
Silva,5921516,104423,fbbde98e-b62d-4a58-ac11-7b4457f03962,https://www.last.fm/music/Silva,0,"brazilian, mpb, indie"
Zacari,825852,104270,,https://www.last.fm/music/Zacari,0,"rnb, soul, rap"
Mark Pritchard,937198,104266,77e40f25-44f3-48f9-b7d3-572e82dcc9ba,https://www.last.fm/music/Mark+Pritchard,0,"dubstep, electronic, experimental"
Mike Mago,603458,104239,5156a2ac-2714-4ee7-a508-befacf48a88a,https://www.last.fm/music/Mike+Mago,0,"House, dubstep, Fidget"
Popcaan,1047852,104232,d7641934-7dfb-49ea-b948-da0b12816b12,https://www.last.fm/music/Popcaan,0,"dancehall, reggae, dancehall reggae"
Chef'Special,1902625,104162,dc894255-3dd4-46d1-9547-fabe79738722,https://www.last.fm/music/Chef%27Special,0,"seen live, funk, rock"
Raveena,1336698,104154,,https://www.last.fm/music/Raveena,0,"Neo-Soul, soul, rnb"
Arlo Parks,731578,104032,,https://www.last.fm/music/Arlo+Parks,0,"rnb, soul, Hip-Hop"
Gwen McCrae,549298,103962,bd518350-09ad-4ecc-934e-11168e84227c,https://www.last.fm/music/Gwen+McCrae,0,"soul, funk, Disco"
Icon for Hire,4283779,103934,bfce9c6d-eff7-4965-b20e-cb21397470f5,https://www.last.fm/music/Icon+for+Hire,0,"alternative rock, female vocalists, rock"
keeno,1324058,103911,,https://www.last.fm/music/keeno,0,"Drum and bass, liquid funk, dnb"
Gang of Youths,1930614,103910,,https://www.last.fm/music/Gang+of+Youths,0,"seen live, indie rock, indie"
Иван Дорн,3346985,103876,52fdb07f-4f10-4493-9fc9-065601eee5eb,https://www.last.fm/music/%D0%98%D0%B2%D0%B0%D0%BD+%D0%94%D0%BE%D1%80%D0%BD,0,"pop, Ukrainian, electronic"
Joachim Pastor,804094,103856,d5e6dad5-b01b-4f4e-8642-ea79a69a6ebc,https://www.last.fm/music/Joachim+Pastor,0,"minimal, electronic, techno"
Preoccupations,1990745,103805,,https://www.last.fm/music/Preoccupations,0,"post-punk, seen live, noise rock"
Les Discrets,4373412,103735,3ffe2c2b-6ec6-4290-af05-7e35b75264a7,https://www.last.fm/music/Les+Discrets,0,"shoegaze, post-rock, french"
PINK GUY,3087210,103714,16c30e33-0f97-4146-9bec-dc21d074eaec,https://www.last.fm/music/PINK+GUY,0,"Hip-Hop, rap, B0SS"
Kasper Bjørke,1015799,103597,04f3f525-ea30-475d-a0bf-462016828e09,https://www.last.fm/music/Kasper+Bj%C3%B8rke,0,"electronic, Electroclash, danish"
Surf Curse,2113332,103550,,https://www.last.fm/music/Surf+Curse,0,"Lo-Fi, Surf, Garage Rock"
miss A,6163852,103525,5676c373-0569-4e64-9ac7-1ece03891334,https://www.last.fm/music/miss+A,0,"k-pop, Korean, female vocalists"
J Hus,2024106,103460,,https://www.last.fm/music/J+Hus,0,"Grime, Hip-Hop, rap"
ANAVITÓRIA,7466504,103454,,https://www.last.fm/music/ANAVIT%C3%93RIA,0,"folk, mpb, brazilian"
Julien Doré,1672894,103447,b4d31609-8343-46f8-ad6a-728c5860c53e,https://www.last.fm/music/Julien+Dor%C3%A9,0,"french, rock, jazz"
Beach Bunny,2031110,103428,,https://www.last.fm/music/Beach+Bunny,0,"indie, indie rock, indie pop"
Digital Farm Animals,585203,103404,,https://www.last.fm/music/Digital+Farm+Animals,0,"dubstep, electronic, dub"
HVOB,1780538,103318,9645d671-aafd-44bc-8b1e-1bf9ebdb5336,https://www.last.fm/music/HVOB,0,"deep house, seen live, House"
Kane Brown,1487398,103307,,https://www.last.fm/music/Kane+Brown,0,"country, treble, youngstar"
Thomas Azier,1219932,103290,4530ecde-c11f-4a75-901f-e4ea87e8669c,https://www.last.fm/music/Thomas+Azier,0,"electropop, seen live, synthpop"
KIDZ BOP Kids,1893798,103276,31c0df3c-2d23-41d3-a772-ec3cfc3cc625,https://www.last.fm/music/KIDZ+BOP+Kids,0,"kids, This is what happens to music when it gets raped by soccer moms, legendary fail"
Carla Morrison,2544461,103262,50ee3204-13fb-4ae3-b152-82e3fc845110,https://www.last.fm/music/Carla+Morrison,0,"indie pop, female vocalists, mexico"
Peach,614459,103252,efad766f-de7f-4402-b56f-7bff4828d2ae,https://www.last.fm/music/Peach,0,"Progressive metal, Progressive rock, Progressive"
Counterparts,6991722,103151,4b0dd5e7-c795-42bd-8311-bc9f71fabd0a,https://www.last.fm/music/Counterparts,0,"melodic hardcore, metalcore, hardcore"
Dinosaur Pile-Up,1270641,103149,b7023072-3a8c-4efc-bfd3-c117185f3b66,https://www.last.fm/music/Dinosaur+Pile-Up,0,"seen live, indie rock, alternative"
Haken,5402186,103146,0246a3fd-a254-416d-8cd2-e31da4ac6f59,https://www.last.fm/music/Haken,0,"Progressive metal, Progressive rock, Progressive"
Roupa Nova,1544893,103141,6e71462e-0e62-49a8-a2d0-ec7179f58f66,https://www.last.fm/music/Roupa+Nova,0,"mpb, brasil, brazilian"
Whirr,3649910,103111,3474a13f-899f-40ec-9d5c-e44e41a02900,https://www.last.fm/music/Whirr,0,"shoegaze, dream pop, ambient"
Nick Waterhouse,1323119,102874,b20e16f4-4af2-4234-93ca-6c79525269a1,https://www.last.fm/music/Nick+Waterhouse,0,"soul, funk, rhythm and blues"
Jamila Woods,1372296,102813,,https://www.last.fm/music/Jamila+Woods,0,"soul, rnb, Hip-Hop"
The Secret Sisters,685574,102764,7389422f-074f-45ff-a9b8-5790d3c84c08,https://www.last.fm/music/The+Secret+Sisters,0,"country, folk, seen live"
Ben Lukas Boysen,1062184,102732,a253f6cb-2752-48a6-a43e-c1cd8c5b4448,https://www.last.fm/music/Ben+Lukas+Boysen,0,"ambient, dark ambient, drone"
Rodriguez Jr.,699135,102667,e2cf5b7b-63fa-4975-8b2d-bcefcd698ceb,https://www.last.fm/music/Rodriguez+Jr.,0,"minimal, minimal techno, techno"
berhana,1003886,102558,,https://www.last.fm/music/berhana,0,"rnb, soul, pop"
Howling,913249,102515,082bcfe0-badf-4cf9-ad7b-c1ce1136b0c1,https://www.last.fm/music/Howling,0,"death metal, electronic, seen live"
Bahari,412326,102505,,https://www.last.fm/music/Bahari,0,"pop, indie pop, indie"
Marcin Przybyłowicz,3799446,102489,9ce4f0c8-8ce4-461a-ba1e-10460d2399a2,https://www.last.fm/music/Marcin+Przyby%C5%82owicz,0,"Soundtrack, instrumental, electronic"
Banes World,1238276,102408,,https://www.last.fm/music/Banes+World,0,"Lo-Fi, dream pop, shoegaze"
Танцы Минус,2456616,102406,7276161f-27cf-4bff-87d2-8817a419b107,https://www.last.fm/music/%D0%A2%D0%B0%D0%BD%D1%86%D1%8B+%D0%9C%D0%B8%D0%BD%D1%83%D1%81,0,"russian rock, rock, russian"
