name,playcount,listeners,mbid,url,streamable,tags
MxPx,12031896,588220,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2,https://www.last.fm/music/MxPx,0,"punk, punk rock, seen live"
Johann Pachelbel,3719260,587475,2251b277-2dfb-4cf1-83f3-27e29f902440,https://www.last.fm/music/Johann+Pachelbel,0,"Classical, baroque, instrumental"
Bent,6937058,586994,0a77bec1-12ef-4caa-b36a-f533001fcd29,https://www.last.fm/music/Bent,0,"chillout, electronic, downtempo"
Blood Red Shoes,14405905,586912,cd830a8f-89d2-4e96-96cb-7a497e51d437,https://www.last.fm/music/Blood+Red+Shoes,0,"indie rock, seen live, indie"
The Gaslight Anthem,37011916,586264,f208f09e-b5b3-4b06-87cd-f7230fae17e3,https://www.last.fm/music/The+Gaslight+Anthem,0,"seen live, punk rock, punk"
The Faint,14092319,586171,ce1651b6-b98d-44cc-8ff1-a88a7b5ef92d,https://www.last.fm/music/The+Faint,0,"indie, electronic, seen live"
Alessia Cara,11882684,585991,,https://www.last.fm/music/Alessia+Cara,0,"pop, soul, rnb"
Django Reinhardt,12985539,585742,650bf385-6f6d-4992-a3b9-779d144920a4,https://www.last.fm/music/Django+Reinhardt,0,"jazz, swing, gypsy jazz"
Breathe Carolina,15101538,585556,0509d076-7e31-4f53-bad3-80ee246e23b7,https://www.last.fm/music/Breathe+Carolina,0,"electronic, powerpop, screamo"
From First to Last,14879758,585313,7f36c2ba-a338-402f-861f-390229bfae04,https://www.last.fm/music/From+First+to+Last,0,"post-hardcore, screamo, emo"
Coconut Records,9688042,585294,eddc0911-21fc-4327-ab90-ccc459ce1ef7,https://www.last.fm/music/Coconut+Records,0,"indie, indie pop, alternative"
Serge Gainsbourg,16136907,585241,bd6155ce-d874-4258-bd27-bbdd77c6f181,https://www.last.fm/music/Serge+Gainsbourg,0,"french, chanson francaise, chanson"
James Newton Howard,12008036,584870,f6580b26-77f7-4a7b-8513-6db0476e8f21,https://www.last.fm/music/James+Newton+Howard,0,"Soundtrack, instrumental, composer"
Apollo 440,6033703,584390,1ff10dff-7ac7-4e53-bc02-d5c3cbd8448b,https://www.last.fm/music/Apollo+440,0,"electronic, big beat, electronica"
65daysofstatic,30668301,584215,0cd12ab3-9628-45ef-a97b-ff18624f14a0,https://www.last.fm/music/65daysofstatic,0,"post-rock, instrumental, experimental"
Melody Gardot,10866507,583870,c47267ed-7482-40bb-a4ea-e1399cc8ce04,https://www.last.fm/music/Melody+Gardot,0,"jazz, female vocalists, vocal jazz"
Logic,25173599,583865,b2f45ca6-2c92-438c-b037-ad4d8b92e90e,https://www.last.fm/music/Logic,0,"Hip-Hop, rap, hip hop"
Martha Reeves & The Vandellas,3900010,583434,9d1bc10a-24fe-4b41-8338-ea92d8101a09,https://www.last.fm/music/Martha+Reeves+&+The+Vandellas,0,"soul, motown, 60s"
Patsy Cline,6098920,582714,ad82dd72-0df3-4a09-8d7a-1af9c9e80522,https://www.last.fm/music/Patsy+Cline,0,"country, female vocalists, classic country"
The Cult,10375116,582457,8846e4ff-0c19-4af2-872b-7a8dc7497f68,https://www.last.fm/music/The+Cult,0,"hard rock, rock, Gothic Rock"
Brooks & Dunn,5645924,582128,f30118c5-f783-4969-8427-f3c096378267,https://www.last.fm/music/Brooks+&+Dunn,0,"country, Brooks and Dunn, modern country"
Everlast,10253196,580954,ca39d50f-9885-420e-88d6-9c3f64038773,https://www.last.fm/music/Everlast,0,"Hip-Hop, rock, blues"
Kevin Rudolf,5145253,580752,2a0cce30-071b-4ba9-bf78-ae76c9eb7316,https://www.last.fm/music/Kevin+Rudolf,0,"Hip-Hop, electronic, pop"
Emancipator,21878749,580555,aa1d4315-5246-42b2-b62b-f997d046d8b2,https://www.last.fm/music/Emancipator,0,"trip-hop, downtempo, electronic"
Antônio Carlos Jobim,10503575,580302,7a8dbe84-f4c0-4457-bfa3-edced1f8cde0,https://www.last.fm/music/Ant%C3%B4nio+Carlos+Jobim,0,"Bossa Nova, jazz, brazilian"
FKA twigs,25078419,579173,1e4e9db7-5068-4a9c-bdd0-5777e47172c8,https://www.last.fm/music/FKA+twigs,0,"trip-hop, electronic, experimental"
Madcon,5550223,578576,2da9b8e3-e2de-4599-aa30-bf47e35e3fc0,https://www.last.fm/music/Madcon,0,"Hip-Hop, rnb, rap"
The O'Jays,3606261,577538,8153c6ef-026c-481f-b081-974f2c948d9f,https://www.last.fm/music/The+O%27Jays,0,"soul, funk, motown"
Kruder & Dorfmeister,7300997,577135,6b49dc39-cb6f-465f-980b-bc17a271da34,https://www.last.fm/music/Kruder+&+Dorfmeister,0,"electronic, chillout, downtempo"
Astrud Gilberto,7520410,577119,8d08cabf-03a3-4f38-a815-8197a0984f19,https://www.last.fm/music/Astrud+Gilberto,0,"Bossa Nova, jazz, brazilian"
Gentleman,13745245,576926,8de4a831-7c25-4d34-90cf-254de0c36e49,https://www.last.fm/music/Gentleman,0,"reggae, dancehall, seen live"
Anathema,54762605,576857,649ce5ae-2bb9-441f-a4a2-ec2ba6977853,https://www.last.fm/music/Anathema,0,"doom metal, Progressive rock, Progressive metal"
Ronan Keating,5282544,576854,f1cd545b-f17b-4d3a-98de-68b695bfe211,https://www.last.fm/music/Ronan+Keating,0,"pop, irish, male vocalists"
The Troggs,3613402,576388,4aec87a5-f33e-4bd6-89f2-0c96188c8372,https://www.last.fm/music/The+Troggs,0,"classic rock, 60s, Garage Rock"
Alex Gaudino,4133536,576006,836d43ae-5086-4f45-9e23-b02edca37653,https://www.last.fm/music/Alex+Gaudino,0,"House, dance, electronic"
Camila Cabello,35431277,575972,,https://www.last.fm/music/Camila+Cabello,0,"pop, female vocalists, cuba"
Dev,6325355,575460,7cc04f00-4c8f-40ea-894c-5f65777b3575,https://www.last.fm/music/Dev,0,"electronic, pop, female vocalists"
The Future Sound of London,11786716,575156,a1d77dd4-8728-4a47-bdfa-9663d791139c,https://www.last.fm/music/The+Future+Sound+of+London,0,"ambient, electronic, idm"
Pinback,16146616,575051,1f16a425-2606-4137-a6b7-234b6dabe037,https://www.last.fm/music/Pinback,0,"indie, indie rock, seen live"
Mr. Big,9395026,575035,bd1180c4-4252-461f-94dc-543906c02522,https://www.last.fm/music/Mr.+Big,0,"hard rock, rock, classic rock"
IAMX,31560876,574826,e4d05411-9a3d-452e-8b0e-a55b86b7cf85,https://www.last.fm/music/IAMX,0,"electronic, synthpop, alternative"
Brandi Carlile,9809126,574814,baf05baf-69fb-47dd-93c2-033536b8c385,https://www.last.fm/music/Brandi+Carlile,0,"female vocalists, singer-songwriter, folk"
Berlin,3426294,574303,c7cb9a2e-ff57-4bb8-bd2c-83524e18e369,https://www.last.fm/music/Berlin,0,"new wave, 80s, pop"
Fedde Le Grand,3727157,574127,ffa93e03-f6c5-4d78-b0d5-07d0d6de46aa,https://www.last.fm/music/Fedde+Le+Grand,0,"House, electronic, dance"
Juicy J,7620227,573669,c45d161f-83ce-4464-ba41-44202e6916d9,https://www.last.fm/music/Juicy+J,0,"Hip-Hop, rap, Dirty South"
Baby Bash,3100112,573399,1fe6717a-73b5-4e70-82c5-6b83a08c997d,https://www.last.fm/music/Baby+Bash,0,"Hip-Hop, rnb, rap"
Au Revoir Simone,11494501,573364,e7ad821c-7168-4f98-8998-84e8a12de9e2,https://www.last.fm/music/Au+Revoir+Simone,0,"indie pop, female vocalists, indie"
Robert Plant,7087693,572775,bd53f9a7-8be9-46b0-bf7d-1deea3cb57bc,https://www.last.fm/music/Robert+Plant,0,"classic rock, rock, hard rock"
Big L,8721967,572739,f1c0d18c-6101-4aa2-ae47-8df5b7280fde,https://www.last.fm/music/Big+L,0,"Hip-Hop, rap, new york"
The Herbaliser,9075812,572601,bf48d271-9595-4043-9064-52f43707d4ab,https://www.last.fm/music/The+Herbaliser,0,"Hip-Hop, ninja tune, trip-hop"
Newton Faulkner,9093690,572224,ef0344c6-e24d-4fd3-be7e-c4eb9f62be2d,https://www.last.fm/music/Newton+Faulkner,0,"acoustic, singer-songwriter, folk"
Blockhead,12632934,571788,3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782,https://www.last.fm/music/Blockhead,0,"trip-hop, downtempo, ninja tune"
Sun Kil Moon,14929885,571373,ef2c6449-d02b-415b-ad8c-c14c08266552,https://www.last.fm/music/Sun+Kil+Moon,0,"folk, singer-songwriter, indie"
The Righteous Brothers,3570780,570988,1ac3366a-a0e9-4a55-8f6e-796fce32a3b2,https://www.last.fm/music/The+Righteous+Brothers,0,"oldies, 60s, soul"
Three Dog Night,4168063,570043,1a48176d-1414-4a18-9792-50ba585d4d59,https://www.last.fm/music/Three+Dog+Night,0,"classic rock, rock, 70s"
Stealers Wheel,3405621,569824,63200203-e2c6-4081-8e0d-00c9732c6b6f,https://www.last.fm/music/Stealers+Wheel,0,"classic rock, rock, 70s"
Ben Kweller,9022373,569454,ff9deaae-da4f-42b7-a19e-36fedd3fc706,https://www.last.fm/music/Ben+Kweller,0,"indie, singer-songwriter, seen live"
Era,10764616,569448,945ae4c8-936a-4a08-a4e2-a891c64e1fb5,https://www.last.fm/music/Era,0,"new age, ambient, celtic"
Luis Fonsi,6967913,568750,d68fda90-ab8d-4799-be56-317ba4ae700f,https://www.last.fm/music/Luis+Fonsi,0,"pop, latin, latin pop"
Naughty Boy,6061724,568741,d22f4834-1372-4b56-bec3-ef74a186717c,https://www.last.fm/music/Naughty+Boy,0,"rnb, electronic, House"
Richard Ashcroft,6276671,568281,2d1d8985-47bc-4244-8cc3-577584e411f6,https://www.last.fm/music/Richard+Ashcroft,0,"britpop, indie, singer-songwriter"
Lenka,8501520,568182,ae9ed5e2-4caf-4b3d-9cb3-2ad626b91714,https://www.last.fm/music/Lenka,0,"female vocalists, pop, indie pop"
Ultravox,6827279,568134,7e786a4c-c743-4713-9340-a6f12d8515d4,https://www.last.fm/music/Ultravox,0,"new wave, 80s, synthpop"
Helios,13732114,567876,dbb0b8b3-9a15-4915-80eb-a070dabdb1f3,https://www.last.fm/music/Helios,0,"ambient, electronic, idm"
Woodkid,16092980,567866,420e923e-e74c-42ef-b771-2e2bcee93394,https://www.last.fm/music/Woodkid,0,"indie, alternative, folk"
Pete Yorn,7058400,567674,3533dea4-218c-4fc9-ab6e-2e3dc0ffde6e,https://www.last.fm/music/Pete+Yorn,0,"singer-songwriter, rock, indie"
DJ Krush,12614080,567479,38d16213-25ba-450d-8665-4e08548e62e3,https://www.last.fm/music/DJ+Krush,0,"trip-hop, electronic, Hip-Hop"
Circa Survive,31546277,567040,a2496a3c-8f42-4b98-b780-6f8d64f56441,https://www.last.fm/music/Circa+Survive,0,"indie, experimental, alternative"
Charlotte Gainsbourg,11929477,566693,6efa29c6-9995-48e0-9eaf-3809464a39a7,https://www.last.fm/music/Charlotte+Gainsbourg,0,"french, female vocalists, indie"
Eric B. & Rakim,5028909,566278,e38ae17c-22f1-4e60-bfc5-8c98bad32473,https://www.last.fm/music/Eric+B.+&+Rakim,0,"Hip-Hop, rap, hip hop"
Steve Winwood,4190867,566176,885f90ef-6bd9-409a-b2df-e165e553c68e,https://www.last.fm/music/Steve+Winwood,0,"classic rock, rock, 80s"
Big Boi,9520059,565653,9724aa19-fdf9-49d0-9f9d-944e462e2a5c,https://www.last.fm/music/Big+Boi,0,"Hip-Hop, rap, seen live"
The Format,14731997,565564,81b07a2a-cdf0-4c5e-a68c-8d910e1f0ea6,https://www.last.fm/music/The+Format,0,"indie, seen live, indie pop"
Citizen Cope,8294742,564960,9b21f670-8359-4e11-be1d-bf75b649a719,https://www.last.fm/music/Citizen+Cope,0,"indie, alternative, singer-songwriter"
Mel Tormé,3069090,564867,4439c2fd-a754-4f6a-b3a6-791b47726156,https://www.last.fm/music/Mel+Torm%C3%A9,0,"jazz, swing, vocal jazz"
George Benson,6082749,564830,467f69b6-8d6d-4d2c-bfad-e89adf2806ff,https://www.last.fm/music/George+Benson,0,"jazz, Smooth Jazz, soul"
Maxwell,6871239,564438,d252cca8-8214-43e5-b81a-101eb4a1447e,https://www.last.fm/music/Maxwell,0,"soul, Neo-Soul, rnb"
Twin Shadow,13274326,564210,8d831383-b22b-4237-8059-12bee111e4b6,https://www.last.fm/music/Twin+Shadow,0,"seen live, electronic, dream pop"
Eve,4139251,563359,f4464a44-3153-4c64-893c-a9d23fc93925,https://www.last.fm/music/Eve,0,"Hip-Hop, rap, hip hop"
Paris Hilton,4764477,562986,0d9ff9c7-394e-4228-93aa-c4afd4765324,https://www.last.fm/music/Paris+Hilton,0,"Brutal Death Metal, pop, all things annoying in the world put together into one stupid bitch"
Father John Misty,21120891,562813,172053e5-a7fb-4548-a64d-c53858b5e775,https://www.last.fm/music/Father+John+Misty,0,"folk, seen live, indie"
Mott the Hoople,3686525,561807,435f1441-0f43-479d-92db-a506449a686b,https://www.last.fm/music/Mott+the+Hoople,0,"glam rock, classic rock, rock"
Jagged Edge,3934304,561566,8b4d99eb-7a54-4648-b299-8e1564d11385,https://www.last.fm/music/Jagged+Edge,0,"rnb, jagged edge, soul"
Gabriel Fauré,3999102,561558,fa19a8b6-e7f4-40d4-af15-7a7c41ac7d8f,https://www.last.fm/music/Gabriel+Faur%C3%A9,0,"Classical, romantic, french"
Buddy Guy,6396872,561457,4336a134-d091-4e54-9967-c7c433db6d4e,https://www.last.fm/music/Buddy+Guy,0,"blues, Chicago Blues, guitar"
Testament,21817287,561213,6b335658-22c8-485d-93de-0bc29a1d0349,https://www.last.fm/music/Testament,0,"thrash metal, metal, heavy metal"
Joe Satriani,23274015,560623,29762c82-bb92-4acd-b1fb-09cc4da250d2,https://www.last.fm/music/Joe+Satriani,0,"guitar virtuoso, instrumental rock, rock"
September,7285625,559745,f97b55a8-7d03-4ebe-a277-a9cadc2a9f86,https://www.last.fm/music/September,0,"dance, pop, swedish"
Beth Orton,7230768,558966,214d84a5-e9e5-4432-af95-8c84da7ba4c0,https://www.last.fm/music/Beth+Orton,0,"female vocalists, singer-songwriter, folk"
Battles,15654759,558964,8522b9b6-b295-48d7-9a10-8618fb80beb8,https://www.last.fm/music/Battles,0,"math rock, experimental, seen live"
Blood Orange,19813142,558695,e43daa78-3cf3-4cf9-bc27-af4d4e675a02,https://www.last.fm/music/Blood+Orange,0,"chillwave, indie, seen live"
McFly,27294876,558548,72d3dc3f-3984-42b9-89de-42d6eeb1abf3,https://www.last.fm/music/McFly,0,"pop rock, british, pop"
blessthefall,20764444,558336,aafa70a4-2f06-4975-935e-b283fc87de7e,https://www.last.fm/music/blessthefall,0,"post-hardcore, screamo, metalcore"
Chet Faker,13587770,558199,0fb267e2-7175-4537-a9f2-e835ecc81ff7,https://www.last.fm/music/Chet+Faker,0,"downtempo, seen live, Lo-Fi"
Maria Mena,11598944,557522,88679ca2-2080-4cea-8669-41ab4b8d865d,https://www.last.fm/music/Maria+Mena,0,"female vocalists, pop, singer-songwriter"
Sugarland,5819185,557340,f87b740a-c22b-4fae-9987-1f3e16f840c4,https://www.last.fm/music/Sugarland,0,"country, sugarland, female vocalists"
Vince Guaraldi Trio,7739180,556579,744b52c8-509b-4451-abfd-a17d18d4bd1d,https://www.last.fm/music/Vince+Guaraldi+Trio,0,"jazz, piano, instrumental"
Jean Michel Jarre,14859958,555656,e33ae687-9a7d-4979-8f0b-1526a745f781,https://www.last.fm/music/Jean+Michel+Jarre,0,"electronic, ambient, new age"
Syd Barrett,9781455,555541,12327d75-47d5-45d9-84c2-3760b9210c17,https://www.last.fm/music/Syd+Barrett,0,"psychedelic, Psychedelic Rock, singer-songwriter"
Booka Shade,10743004,555531,9940c604-2456-4193-a403-ab18420bc1e9,https://www.last.fm/music/Booka+Shade,0,"minimal, electronic, electro"
Quiet Riot,4669995,555216,5c6acb91-4b9b-4245-b92f-e817295c4ed0,https://www.last.fm/music/Quiet+Riot,0,"heavy metal, hard rock, hair metal"
Bryan Ferry,6738846,555048,4ef7a9e2-2cf5-483a-8616-ef7791a98026,https://www.last.fm/music/Bryan+Ferry,0,"glam rock, 80s, new wave"
Thursday,19565383,554934,0acae232-d31a-4211-b6d0-6af1b6350274,https://www.last.fm/music/Thursday,0,"post-hardcore, emo, screamo"
Lord Huron,10554522,554846,51c76d97-0635-433c-b26d-66beb81657f8,https://www.last.fm/music/Lord+Huron,0,"folk, seen live, psychedelic"
The Dresden Dolls,20085037,554584,107c7983-0728-46ea-8550-77e698adf690,https://www.last.fm/music/The+Dresden+Dolls,0,"punk cabaret, alternative, cabaret"
Finch,12271975,554381,821b90b5-3672-4bf0-831c-643e4f4ba271,https://www.last.fm/music/Finch,0,"emo, screamo, rock"
BT,9630372,554240,a57a4248-116f-409f-95f5-767808e1268c,https://www.last.fm/music/BT,0,"trance, electronic, electronica"
HammerFall,26710247,553865,abf5f674-dbad-4219-b3ad-dbd6fb163c8e,https://www.last.fm/music/HammerFall,0,"Power metal, heavy metal, metal"
The Mighty Mighty Bosstones,9615963,553540,779353f3-6401-4cda-a8a2-6fd3ec9bc11b,https://www.last.fm/music/The+Mighty+Mighty+Bosstones,0,"ska, ska punk, punk"
Robert Johnson,7857422,553466,c1b33d24-743b-4a5a-8c5c-63b3362cee6e,https://www.last.fm/music/Robert+Johnson,0,"blues, delta blues, guitar"
Our Lady Peace,12006788,552842,78661da3-894c-4947-a34b-fb7edf585d9b,https://www.last.fm/music/Our+Lady+Peace,0,"rock, alternative, alternative rock"
Air Supply,5240622,552762,df9a1914-7fad-4900-bdd4-d7811712a2a8,https://www.last.fm/music/Air+Supply,0,"80s, pop, soft rock"
Hot Chocolate,3078208,552537,a749130e-c2d8-4a7c-b740-908ea4574961,https://www.last.fm/music/Hot+Chocolate,0,"Disco, funk, 70s"
The Platters,3764574,552350,3fb55c03-3ad9-4341-8d0b-7c4c49aefca0,https://www.last.fm/music/The+Platters,0,"oldies, soul, 60s"
Taproot,7428669,552237,05851234-4e8f-4cc8-b682-a55c23277d9c,https://www.last.fm/music/Taproot,0,"Nu Metal, alternative rock, rock"
Destroyer,15899062,551977,e39cdc7d-5eed-453b-859b-1ac62478f46a,https://www.last.fm/music/Destroyer,0,"indie, seen live, indie rock"
Natalie Cole,3900884,551809,eb45032c-80da-469c-be20-1d09f08ef37f,https://www.last.fm/music/Natalie+Cole,0,"jazz, female vocalists, soul"
Glen Hansard,9066220,551470,57f89cad-d2ef-48df-9119-8287b106716a,https://www.last.fm/music/Glen+Hansard,0,"singer-songwriter, irish, acoustic"
Kurt Vile,18148734,551251,e07a111e-4e8a-4651-a849-01ac60551ab2,https://www.last.fm/music/Kurt+Vile,0,"seen live, Lo-Fi, psychedelic"
Nick Jonas,8867695,551112,d7baf435-0df0-4227-9b8f-aa1d8681988b,https://www.last.fm/music/Nick+Jonas,0,"pop, pop rock, jonas brothers"
Autechre,22234863,550969,410c9baf-5469-44f6-9852-826524b80c61,https://www.last.fm/music/Autechre,0,"idm, electronic, experimental"
The View,7832946,550742,4dcffc18-b573-4850-833c-d08e2b7e93b3,https://www.last.fm/music/The+View,0,"indie, indie rock, seen live"
Chris de Burgh,5191672,550202,0c2d1de8-fc3a-4ca9-a90b-eea69a5968a5,https://www.last.fm/music/Chris+de+Burgh,0,"pop, soft rock, 80s"
John Newman,7069017,549755,589ef702-7f3a-4a1c-8f2c-4727005cfc0e,https://www.last.fm/music/John+Newman,0,"soul, pop, british"
Mr. Probz,5314516,549318,9bb64b8f-d7a4-4fc0-954f-9c9e9d7b3bc3,https://www.last.fm/music/Mr.+Probz,0,"Hip-Hop, dutch, rap"
Saves the Day,22713388,548648,593f8594-83ad-4df4-a9b8-e4d225f55440,https://www.last.fm/music/Saves+the+Day,0,"emo, seen live, pop punk"
Tiga,6498265,548621,6ee8934a-6970-4dce-b2ac-53a93a41af21,https://www.last.fm/music/Tiga,0,"electronic, electro, Electroclash"
José Feliciano,2721049,547424,3c004c98-aab6-4b63-a2df-e07c98e73b0a,https://www.last.fm/music/Jos%C3%A9+Feliciano,0,"latin, folk, singer-songwriter"
Dionne Warwick,4366578,547084,6784ee31-6d79-4a37-9e1f-01d6ef31940e,https://www.last.fm/music/Dionne+Warwick,0,"soul, female vocalists, pop"
The Buggles,3168495,546890,20278bbd-271a-4a1c-b6fd-43a13d43203d,https://www.last.fm/music/The+Buggles,0,"new wave, 80s, pop"
The Dodos,11991592,546669,fd1d7421-a6a4-4055-8fc1-1145f8637522,https://www.last.fm/music/The+Dodos,0,"folk, indie, seen live"
Paul Kalkbrenner,19480270,546556,a5f92d47-b562-4582-b267-71963a515f4c,https://www.last.fm/music/Paul+Kalkbrenner,0,"minimal, electronic, techno"
Cher Lloyd,8850781,546265,48fbfb0b-92ee-45eb-99c2-0bde4c05962e,https://www.last.fm/music/Cher+Lloyd,0,"pop, british, female vocalists"
Black Lips,12428498,545400,e940d7a3-01d0-468c-86ea-5dc4d89dcf80,https://www.last.fm/music/Black+Lips,0,"seen live, Garage Rock, Garage Punk"
Soulwax,9041991,544648,68ec1b08-3c2e-40b3-b0af-8f323743fdff,https://www.last.fm/music/Soulwax,0,"electronic, seen live, alternative"
Mount Kimbie,14385060,544544,4a3a5fc0-af4b-4990-957b-8d94f7bfe706,https://www.last.fm/music/Mount+Kimbie,0,"dubstep, electronic, ambient"
Ten Years After,5238220,544238,73faa89a-ee00-4e40-b68e-80e4891dbc45,https://www.last.fm/music/Ten+Years+After,0,"blues rock, classic rock, rock"
Lisa Loeb,4356501,544157,22c5cef9-80e8-48d2-acd3-6d16f6c8a16d,https://www.last.fm/music/Lisa+Loeb,0,"female vocalists, singer-songwriter, pop"
War,3643965,543705,773b364d-7179-4499-8331-a3e3acdc3079,https://www.last.fm/music/War,0,"funk, soul, black metal"
...And You Will Know Us by the Trail of Dead,16190143,543441,9c1ff574-2ae4-4fea-881f-83293d0d5881,https://www.last.fm/music/...And+You+Will+Know+Us+by+the+Trail+of+Dead,0,"seen live, indie, indie rock"
The Replacements,15311430,543406,dc0d05ce-2f47-4962-b4fa-8631a0a51987,https://www.last.fm/music/The+Replacements,0,"alternative, punk, post-punk"
Waldeck,8204126,542671,8f389bf5-a950-4a2f-a962-daf08151ee33,https://www.last.fm/music/Waldeck,0,"trip-hop, downtempo, electronic"
Black Star,6844623,542634,02708fd6-0fe6-4738-a27d-0561ace8b4c6,https://www.last.fm/music/Black+Star,0,"Hip-Hop, rap, hip hop"
Phosphorescent,8291491,542042,739da2f1-0741-4c60-a6ed-f42d49bf2eb1,https://www.last.fm/music/Phosphorescent,0,"folk, singer-songwriter, seen live"
Pink Martini,9292794,541942,113e0972-077f-423b-9b5f-3cc8a5bafa0f,https://www.last.fm/music/Pink+Martini,0,"jazz, lounge, chillout"
Tonic,4099124,541497,ed8e4b83-27de-4bac-8bce-18c7d5505ff6,https://www.last.fm/music/Tonic,0,"rock, alternative rock, alternative"
Josh Ritter,10747889,541327,ac53c83c-c969-477f-9564-769e1ed80519,https://www.last.fm/music/Josh+Ritter,0,"singer-songwriter, folk, acoustic"
Annie,7249922,541071,dc789617-14b8-4cc1-a31b-50e4966dd6c0,https://www.last.fm/music/Annie,0,"pop, electronic, dance"
Ocean Colour Scene,6032316,541038,601d793d-7e96-4bb6-b4a6-712d5c926259,https://www.last.fm/music/Ocean+Colour+Scene,0,"britpop, indie, rock"
Miami Horror,9489182,540937,fa92553b-3cd5-4876-a7db-1d9dfcdf9fa9,https://www.last.fm/music/Miami+Horror,0,"electronic, synthpop, indie"
Mudhoney,7014276,540852,e675295a-1efe-4247-aa3b-53b78d0cdffc,https://www.last.fm/music/Mudhoney,0,"Grunge, alternative rock, rock"
Flight Facilities,7391815,540798,785e1c02-f535-4fc0-a1d6-23de849ebdcb,https://www.last.fm/music/Flight+Facilities,0,"electronic, House, chillout"
The Get Up Kids,15194438,540696,1b54e90c-638e-4fdd-a20e-4ab09db9fdaf,https://www.last.fm/music/The+Get+Up+Kids,0,"emo, indie, seen live"
American Authors,5664649,540682,9ce0515d-cc88-4df6-8a2e-d231c13cb2c2,https://www.last.fm/music/American+Authors,0,"indie, indie rock, rock"
Epica,40574010,540464,dd5b4384-84ae-4d04-a27c-4d79a74757a1,https://www.last.fm/music/Epica,0,"symphonic metal, Gothic Metal, Female fronted metal"
The Saturdays,13282088,540421,04b61dcd-28c9-4a3a-89af-4c290535845b,https://www.last.fm/music/The+Saturdays,0,"pop, british, female vocalists"
Wild Nothing,18736501,540279,a181595e-5b84-4439-a5f4-f548ddfb64df,https://www.last.fm/music/Wild+Nothing,0,"dream pop, shoegaze, indie pop"
KRS-One,5922286,540164,fc4568b6-cbe3-4a3d-8409-28510c19e3e2,https://www.last.fm/music/KRS-One,0,"Hip-Hop, rap, hip hop"
Giuseppe Verdi,5630766,539489,f1bedf1f-4445-4651-9c35-f4a3f3860a13,https://www.last.fm/music/Giuseppe+Verdi,0,"Classical, opera, italian"
Alan Walker,11740879,539477,,https://www.last.fm/music/Alan+Walker,0,"electronic, House, EDM"
"Royce da 5'9""",5498566,539110,,https://www.last.fm/music/Royce+da+5%279%22,0,"Hip-Hop, rap, detroit"
The John Butler Trio,12459837,538093,7952b266-9fd4-4a09-a324-7dc84f11b5fc,https://www.last.fm/music/The+John+Butler+Trio,0,"acoustic, australian, rock"
SZA,21495249,537812,272989c8-5535-492d-a25c-9f58803e027f,https://www.last.fm/music/SZA,0,"soul, rnb, electronic"
Hammock,18321800,537697,5b9d784c-33eb-4a78-a976-c97b672370fa,https://www.last.fm/music/Hammock,0,"post-rock, ambient, instrumental"
Rusko,8662176,536531,ed962474-bb85-47f9-b108-073184f09bc8,https://www.last.fm/music/Rusko,0,"dubstep, electronic, Grime"
Feed Me,7034652,536473,c8eec78b-f3c5-4d59-a010-e709f7be4508,https://www.last.fm/music/Feed+Me,0,"dubstep, electronic, electro"
Jazmine Sullivan,4518859,535724,6f92929a-6381-48ac-b348-83b43b9cf646,https://www.last.fm/music/Jazmine+Sullivan,0,"rnb, soul, female vocalists"
xxxtentacion,41365719,535630,,https://www.last.fm/music/xxxtentacion,0,"Hip-Hop, rap, cloud rap"
Fool's Garden,4936905,535411,80c38d4f-7419-4ae9-8d4c-cf899df0d5cc,https://www.last.fm/music/Fool%27s+Garden,0,"pop, rock, britpop"
Perfume Genius,15822067,535097,c4ff10e0-ae5a-467d-a409-6e0b4bf241eb,https://www.last.fm/music/Perfume+Genius,0,"singer-songwriter, ambient, experimental"
Mr. Mister,3216818,535024,5c01e170-1302-4e75-a10c-d9e440b0c68f,https://www.last.fm/music/Mr.+Mister,0,"80s, pop, rock"
Secondhand Serenade,12197654,534980,c4caa34e-57b5-432b-ad9d-7e6543944d96,https://www.last.fm/music/Secondhand+Serenade,0,"acoustic, alternative, emo"
Danity Kane,5689855,534865,6a0439a1-4520-443b-9bf1-02acdf692d6e,https://www.last.fm/music/Danity+Kane,0,"pop, rnb, female vocalists"
Captain Beefheart & His Magic Band,12253835,534857,8dcd04e4-7695-4d80-bae9-1d7d680a38ef,https://www.last.fm/music/Captain+Beefheart+&+His+Magic+Band,0,"experimental, psychedelic, Avant-Garde"
Mýa,3756872,534371,7c5e39c3-7645-4e37-968d-a4e45cd38c5d,https://www.last.fm/music/M%C3%BDa,0,"rnb, female vocalists, soul"
Cash Cash,6651318,533889,dda162b4-f871-4e89-b081-b7b3470782f0,https://www.last.fm/music/Cash+Cash,0,"powerpop, electronic, pop"
Rob Dougan,7231138,533085,42edf21b-2dda-4382-aa6b-49b6483bcf73,https://www.last.fm/music/Rob+Dougan,0,"electronic, trip-hop, Soundtrack"
112,3392903,532406,9132d515-dc0e-4494-85ae-20f06eed14f9,https://www.last.fm/music/112,0,"rnb, soul, Hip-Hop"
Benny Goodman,5653094,532334,b09ae88f-4156-4caa-b129-1cacb5e1632e,https://www.last.fm/music/Benny+Goodman,0,"jazz, swing, Big Band"
