popularity,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,valence_diff,energy_diff,danceability_diff,depressed
46.37479406919275,0.5273998352553543,0.5345994810543657,-9.719769357495881,0.6556836902800659,0.043524794069192754,0.3916328958649094,0.1916408829571664,0.18024390444810545,0.35585724876441516,0.013071174928243057,0.01232455342945793,0.02450889118220345,0
46.048449612403104,0.5461656976744186,0.528044523255814,-9.21562984496124,0.7374031007751938,0.0457641472868217,0.3875126149224806,0.11185079990310078,0.17621337209302326,0.39222267441860464,0.049436600582432544,0.005769595630906177,0.04327475360126776,0
45.52080123266564,0.5193027734976887,0.5301444530046225,-9.716224961479199,0.6602465331278891,0.047494298921417565,0.3799478796070878,0.23896095942218798,0.19135392912172572,0.3762288906009245,0.033442816764752414,0.007869525379714748,0.016411829424537894,0
45.23696145124717,0.5025286848072562,0.5269634693877552,-9.726394557823129,0.6757369614512472,0.04267256235827664,0.39555964529478455,0.18452324340136056,0.2005333333333333,0.3481738095238095,0.005387735687637396,0.004688541762847387,-0.00036225926589461555,0
46.672284644194754,0.5149945692883895,0.49936591760299626,-9.747481273408239,0.7153558052434457,0.04447734082397004,0.4119482127340824,0.17337211829588015,0.1893501872659176,0.3611307116104869,0.018344637774314776,-0.022909010021911536,0.012103625215238667,1
42.73770491803279,0.5057909836065574,0.5421313442622951,-9.258018032786884,0.7475409836065574,0.04581704918032787,0.3475912430327869,0.18722272801639345,0.17732737704918033,0.3662550819672131,0.023469008131041025,0.019856416637387353,0.002900039533406562,0
47.014084507042256,0.5439683098591549,0.5463382042253522,-9.618119718309858,0.579225352112676,0.0447968309859155,0.3628258549295774,0.21207760642605636,0.16697799295774648,0.3695556338028169,0.026769559966644818,0.024063276600444383,0.04107736578600407,0
47.37377690802348,0.5291503913894324,0.48460748532289627,-10.180844422700588,0.7651663405088063,0.047216731898238745,0.4657146205381605,0.18862570742661447,0.16291908023483365,0.36120205479452056,0.018415980958348455,-0.03766744230201152,0.026259447316281603,1
46.80375293197811,0.5143078967943706,0.5003707740422204,-10.330580140734948,0.671618451915559,0.046562939796716184,0.4545632086004691,0.233619289820172,0.16528381548084442,0.35004988272087567,0.007263808884703571,-0.02190415358268738,0.011416952721219786,1
48.39163498098859,0.519417680608365,0.5156051330798479,-8.941712927756654,0.7461977186311787,0.04327214828897338,0.421775566634981,0.1506480192015209,0.16264705323193918,0.35761910646387834,0.014833032627706244,-0.006669794545059893,0.016526736535214193,1
50.77645305514158,0.5348971684053652,0.5261353204172876,-9.123709388971685,0.7078986587183308,0.04400193740685544,0.40548215126676607,0.14184700315946347,0.16319776453055143,0.4087210134128167,0.06593493957664459,0.0038603927923798187,0.03200622433221434,0
48.48201438848921,0.5321199040767386,0.5357189448441247,-9.403400479616307,0.6594724220623501,0.0518220623501199,0.385823550911271,0.18112279664268585,0.20660023980815348,0.39676666666666666,0.053980592830494556,0.013444017219216953,0.029228960003587767,0
