name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Something's Missing,"Heavier Strings: VSQ Performs John Mayer's ""Heavier Things""",Vitamin String Quartet,2005-05-21,"['bow pop', 'classify']",263013,7,0.552,0.244,2,-10.887,0,0.0376,0.493,0.318,0.0935,0.581,152.001,4
Cyniculture,Killer Tofu,Stage Kids,2011-10-05,"['instrumental math rock', 'math pop']",233373,36,0.582,0.954,4,-4.007,0,0.0387,0.0819,0.81,0.189,0.58,143.067,4
The Widow,Frances the Mute,The Mars Volta,2005-01-01,"['alternative metal', 'alternative rock', 'el paso indie', 'modern rock', 'rock']",350880,54,0.236,0.658,9,-6.059,0,0.0349,0.628,0.00927,0.276,0.106,106.222,3
Something,By Default,Band Of Skulls,2016-05-27,"['dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'southampton indie']",180992,21,0.736,0.567,6,-7.05,0,0.0335,0.0539,0.49,0.164,0.578,134.021,4
The Gentle Art of Making Enemies,"King for a Day, Fool for a Lifetime",Faith No More,1995-04-25,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rock']",209893,48,0.405,0.885,11,-8.635,1,0.12,0.0277,0.0767,0.156,0.314,170.192,4
Epidemic,BLACKFIELD II,Blackfield,2007-03-06,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",299413,12,0.55,0.679,7,-7.531,1,0.0266,0.0548,0.0185,0.307,0.183,102.999,4
This Killer,BLACKFIELD II,Blackfield,2007-03-06,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",246000,13,0.534,0.427,11,-10.952,0,0.0327,0.486,0.841,0.117,0.0946,109.948,4
Club Foot,Kasabian,Kasabian,2004-01-30,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'rock']",214373,63,0.237,0.919,0,-6.893,1,0.0814,0.0257,2.31e-05,0.0914,0.123,101.758,4
Mellowing,Dying Surfer Meets His Maker,All Them Witches,2015-10-30,"['indie rock', 'modern blues rock', 'modern rock', 'neo-psychedelic', 'space rock', 'stoner rock']",190986,35,0.383,0.398,7,-13.638,1,0.0306,0.796,0.812,0.375,0.412,135.065,4
Mellowing,Dying Surfer Meets His Maker,All Them Witches,2015-10-30,"['indie rock', 'modern blues rock', 'modern rock', 'neo-psychedelic', 'space rock', 'stoner rock']",190986,35,0.383,0.398,7,-13.638,1,0.0306,0.796,0.812,0.375,0.412,135.065,4
For the Damaged Coda,Melody of Certain Damaged Lemons,Blonde Redhead,2000-06-06,"['art pop', 'dance-punk', 'dream pop', 'indie rock', 'shoegaze']",157000,62,0.499,0.468,0,-9.995,0,0.0396,0.795,0.88,0.0899,0.0763,141.463,4
Cloudy Now / Encore - Live,Live in New York City,Blackfield,2007,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",262333,11,0.317,0.323,9,-12.525,0,0.0651,0.358,0.00474,0.811,0.144,116.562,4
Shaam Tanha,Agnee,Agnee,2007-04-27,"['indian indie', 'indian rock', 'modern bollywood']",299360,42,0.441,0.538,2,-10.1,1,0.0888,0.409,0.00515,0.143,0.731,169.676,4
Delicate,O,Damien Rice,2003-06-03,"['acoustic pop', 'irish rock', 'irish singer-songwriter', 'neo mellow', 'singer-songwriter']",312066,51,0.34,0.144,5,-14.502,1,0.0419,0.684,0.00112,0.101,0.147,81.179,4
idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-12-22,"['electropop', 'pop']",203569,82,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,3
idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-12-22,"['electropop', 'pop']",203569,82,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,3
Magic Hour,Heavy Light,Via Luna,2015-07-05,"['instrumental math rock', 'midwest emo']",393067,32,0.461,0.705,0,-7.908,1,0.0483,0.0302,0.672,0.13,0.522,116.031,4
Turning Sheep into Goats,Feathergun,Rishloo,2009-12-08,"['alternative metal', 'progressive alternative', 'progressive metal']",234266,33,0.292,0.617,6,-7.584,1,0.0294,0.191,1.64e-05,0.0915,0.0924,92.031,4
You Would Have to Lose Your Mind,Queens of the Breakers,The Barr Brothers,2017-10-13,"['canadian americana', 'canadian indie', 'chamber pop', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']",381640,54,0.344,0.447,6,-8.408,0,0.0254,0.173,0.723,0.12,0.242,88.678,4
Ways to Fake It,New Skin,CRX,2016-10-28,"['modern hard rock', 'modern rock', 'palm desert scene']",178960,35,0.489,0.805,2,-4.925,1,0.0782,0.00176,0.0,0.197,0.517,132.963,4
Game of Thrones,Game of Thrones,Rameses B,2014,"['chillstep', 'complextro', 'edm', 'electro house', 'gaming edm', 'melodic dubstep']",258037,35,0.282,0.742,0,-8.899,0,0.0668,0.021,0.611,0.116,0.0774,122.58,4
Eyes Half Closed - Acoustic Version,"Acoustic EP, Vol. 1",Crywolf,2015,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",241967,16,0.69,0.244,11,-10.12,1,0.0371,0.916,0.0,0.112,0.209,121.937,4
Feels - Jai Wolf Remix,Feels (Jai Wolf Remix),Kiiara,2016-03-09,"['electropop', 'indie poptimism', 'indietronica', 'pop', 'post-teen pop']",270222,56,0.556,0.762,1,-1.961,0,0.0299,0.463,0.0,0.0957,0.225,135.013,4
Wait Up,Wait Up,Finding Hope,2016-10-21,"['indie r&b', 'pop']",227906,34,0.542,0.4,3,-10.676,0,0.433,0.731,0.000451,0.109,0.0522,180.111,3
Substitute,Substitute,FRND,2017-02-10,"['indie electropop', 'indie poptimism', 'pop edm']",233181,40,0.662,0.559,7,-6.521,0,0.0748,0.529,0.00592,0.0657,0.726,176.113,4
Open Arms,Open Arms,RKCB,2016-03-09,"['alternative r&b', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'vapor soul', 'vapor twitch']",228965,48,0.505,0.589,7,-7.513,1,0.281,0.31,7.12e-05,0.111,0.389,174.126,4
Open Arms,Open Arms,RKCB,2016-03-09,"['alternative r&b', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'vapor soul', 'vapor twitch']",228965,48,0.505,0.589,7,-7.513,1,0.281,0.31,7.12e-05,0.111,0.389,174.126,4
Open Arms,Open Arms,RKCB,2016-03-09,"['alternative r&b', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'vapor soul', 'vapor twitch']",228965,48,0.505,0.589,7,-7.513,1,0.281,0.31,7.12e-05,0.111,0.389,174.126,4
"Knockin' on Heavens Door - Live at Nippon Budokan Hall, Tokyo, Japan - February/March 1978",Bob Dylan At Budokan (Remastered),Bob Dylan,1979-04-23,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",243813,26,0.593,0.581,5,-8.08,1,0.0609,0.766,0.0351,0.675,0.747,150.421,4
Copulations,Portrait of a Time: 2010-2016,Peter Cat Recording Co.,2018-03-30,"['indian electronic', 'indian indie']",243200,38,0.534,0.36,2,-10.241,1,0.0376,0.856,1.28e-06,0.141,0.193,119.109,4
Copulations,Portrait of a Time: 2010-2016,Peter Cat Recording Co.,2018-03-30,"['indian electronic', 'indian indie']",243200,38,0.534,0.36,2,-10.241,1,0.0376,0.856,1.28e-06,0.141,0.193,119.109,4
"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",With A Smile And A Song,Doris Day,1948,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",123360,63,0.416,0.341,9,-10.749,1,0.0391,0.864,0.0,0.724,0.776,177.229,4
"Oh Hansini (From ""Zehreela Insaan"")",One Man Many Roles - Kishore Kumar,Kishore Kumar,2018-06-06,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",323973,28,0.357,0.341,5,-12.604,0,0.0335,0.904,0.00783,0.223,0.359,130.908,4
"Oh Hansini (From ""Zehreela Insaan"")",One Man Many Roles - Kishore Kumar,Kishore Kumar,2018-06-06,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",323973,28,0.357,0.341,5,-12.604,0,0.0335,0.904,0.00783,0.223,0.359,130.908,4
East Of Eden - Digster Live Session,Digster Live Session,Zella Day,2015-05-26,"['electropop', 'gauze pop', 'indie pop', 'indie poptimism', 'indietronica', 'pop']",232013,25,0.706,0.279,4,-8.372,1,0.0394,0.904,0.0,0.0941,0.199,114.862,4
Glad to Be Unhappy (feat. John Mayer),Chris Botti In Boston,Chris Botti,2009-03-31,"['adult standards', 'jazz trumpet', 'smooth jazz', 'vocal jazz']",333093,28,0.271,0.154,5,-13.183,1,0.0369,0.911,0.0296,0.69,0.165,78.272,3
Majestic,La La Land,Wax Fang,2010-05-11,['louisville indie'],337053,48,0.499,0.364,2,-8.839,1,0.0307,0.467,0.0989,0.115,0.271,155.075,3
Tha Lick (feat. Ci Ci),Southern Hospitality,Drew Young,2016-11-04,[],234605,0,0.885,0.615,2,-9.193,1,0.138,0.218,0.0,0.159,0.811,87.024,4
Rishtey,Life In A Metro (Original Motion Picture Soundtrack),Pritam,2007-03-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",440346,31,0.542,0.564,0,-6.633,0,0.0275,0.222,1.67e-06,0.114,0.176,135.997,4
Baatein Kuch Ankahee,Life In A Metro (Original Motion Picture Soundtrack),Pritam,2007-03-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood', 'sufi']",275413,47,0.658,0.536,0,-7.605,1,0.0277,0.156,2.8e-06,0.176,0.237,121.957,4
Firefly,Alive,Hiromi,2014-01-01,"['contemporary jazz', 'japanese jazz', 'japanese jazz fusion', 'jazz fusion', 'modern jazz piano']",448333,18,0.242,0.0257,5,-27.451,1,0.0465,0.991,0.82,0.0623,0.0409,67.505,4
I Want Wind to Blow,"The Glow, Pt. 2",The Microphones,2001-09-11,"['alternative rock', 'anti-folk', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'olympia wa indie']",332880,56,0.402,0.406,5,-15.119,1,0.0652,0.75,0.791,0.114,0.243,109.946,4
I Want Wind to Blow,"The Glow, Pt. 2",The Microphones,2001-09-11,"['alternative rock', 'anti-folk', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'olympia wa indie']",332880,56,0.402,0.406,5,-15.119,1,0.0652,0.75,0.791,0.114,0.243,109.946,4
Shifting Sands,Part One,The West Coast Pop Art Experimental Band,1967,"['classic garage rock', 'folk rock', 'freakbeat', 'psychedelic rock']",234600,51,0.226,0.585,2,-9.965,1,0.0343,0.128,0.0233,0.112,0.655,180.495,3
Jilted Lovers & Broken Hearts,Flamingo,Brandon Flowers,2010-01-01,['vegas indie'],280493,44,0.56,0.899,8,-4.284,1,0.0994,0.047,3.42e-05,0.104,0.515,139.5,4
Heartache,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",265213,57,0.415,0.689,1,-6.486,1,0.0302,0.154,0.0,0.0637,0.245,143.043,4
Heartache,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",265213,57,0.415,0.689,1,-6.486,1,0.0302,0.154,0.0,0.0637,0.245,143.043,4
Welcome To Japan,Comedown Machine,The Strokes,2013-03-25,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",230826,58,0.705,0.666,2,-7.23,0,0.0303,0.00233,0.0149,0.174,0.646,124.032,4
Welcome To Japan,Comedown Machine,The Strokes,2013-03-25,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",230826,58,0.705,0.666,2,-7.23,0,0.0303,0.00233,0.0149,0.174,0.646,124.032,4
Long Line of Cars,Comfort Eagle,Cake,2001-07-23,"['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie']",203773,45,0.74,0.635,11,-8.244,0,0.0333,0.279,0.00646,0.287,0.884,100.032,4
Shadow Stabbing,Comfort Eagle,Cake,2001-07-23,"['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie']",187266,48,0.836,0.572,4,-8.236,1,0.0439,0.0455,3.11e-06,0.106,0.817,130.78,4
Here I Dreamt I Was an Architect,Castaways and Cutouts,The Decemberists,2003,"['anti-folk', 'baroque pop', 'canadian indie', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'stomp and holler']",269146,51,0.411,0.754,7,-6.515,1,0.0294,0.101,2.83e-06,0.141,0.602,189.9,4
The Infanta,Picaresque,The Decemberists,2005,"['anti-folk', 'baroque pop', 'canadian indie', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'stomp and holler']",307906,41,0.484,0.861,9,-5.872,1,0.0517,0.0168,0.00283,0.186,0.275,134.932,4
Lost Souls,IV,Blackfield,2013-08-26,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",177506,20,0.492,0.746,4,-9.329,1,0.0292,8.64e-05,0.593,0.214,0.472,126.995,4
Death of a Martian,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",264800,51,0.457,0.874,0,-3.059,0,0.0482,0.0111,0.0,0.0797,0.423,114.797,4
Death of a Martian,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",264800,51,0.457,0.874,0,-3.059,0,0.0482,0.0111,0.0,0.0797,0.423,114.797,4
Modern Love,Mapping The Rendezvous,Courteeners,2016-10-21,"['britpop', 'english indie rock', 'manchester indie', 'modern rock', 'rock']",218950,24,0.453,0.824,2,-6.299,1,0.0307,0.00021,0.000449,0.509,0.711,165.125,4
To Forgive - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'rock']",257266,50,0.579,0.314,1,-12.589,1,0.0267,0.0208,0.761,0.111,0.0512,126.746,4
Mardy Bum,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-02-21,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",175440,59,0.634,0.599,2,-5.447,1,0.0365,0.0288,0.0,0.197,0.312,112.215,4
Slottskogen Disc Golf Club,Wintergatan,Wintergatan,2013-04-24,"['folktronica', 'gothenburg indie']",212650,31,0.624,0.684,9,-7.697,0,0.0274,0.473,0.792,0.119,0.585,136.948,3
Umpqua Rushing,And Then Like Lions,Blind Pilot,2016-08-12,"['indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",254746,42,0.472,0.584,0,-7.119,1,0.0347,0.23,0.00746,0.193,0.432,78.007,4
After the Rain,IV,Blackfield,2013-08-26,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",86142,14,0.537,0.642,5,-11.614,1,0.032,0.0101,0.388,0.0622,0.57,139.959,4
Do You Go Up,If You,Khai,2015-10-16,[],193000,49,0.505,0.22,1,-14.513,0,0.15,0.938,0.00351,0.103,0.228,96.645,5
Left Alone,California,blink-182,2016-07-01,"['pop punk', 'punk', 'socal pop punk']",189746,44,0.463,0.952,9,-3.828,1,0.147,0.0113,0.0,0.0715,0.429,170.066,4
Red Bird,Red Bird,Outrun The Sunlight,2017-04-21,"['djent', 'instrumental rock']",302146,33,0.337,0.573,6,-10.389,0,0.0336,0.000357,0.866,0.0867,0.239,111.985,4
Only Heart,Heavier Things,John Mayer,2003-09-09,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",228906,44,0.664,0.839,5,-2.619,1,0.034,0.0372,0.000317,0.103,0.949,120.942,4
Only Heart,Heavier Things,John Mayer,2003-09-09,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",228906,44,0.664,0.839,5,-2.619,1,0.034,0.0372,0.000317,0.103,0.949,120.942,4
Killer Cars,High & Dry / Planet Telex,Radiohead,1995-02-27,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",183893,30,0.213,0.918,7,-6.231,1,0.0628,0.000154,0.61,0.313,0.417,175.594,4
Like A G6,Free Wired,Far East Movement,2010-01-01,"['asian american hip hop', 'dance pop', 'edm', 'pop', 'pop rap']",216893,70,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,4
Music for the Head,On the Sunday of Life (Remaster),Porcupine Tree,1991-07-05,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",160346,22,0.257,0.0243,8,-29.005,0,0.0424,0.675,0.91,0.099,0.0325,126.631,5
Music for the Head,On the Sunday of Life (Remaster),Porcupine Tree,1991-07-05,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",160346,22,0.257,0.0243,8,-29.005,0,0.0424,0.675,0.91,0.099,0.0325,126.631,5
"Perhaps, Perhaps, Perhaps",With A Smile And A Song,Doris Day,1948,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",151706,54,0.616,0.271,9,-12.215,0,0.0414,0.759,8.47e-06,0.0781,0.649,104.519,4
"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra) - Single Version",The Essential Doris Day,Doris Day,2014-03-21,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",125026,37,0.4,0.338,9,-12.69,1,0.0418,0.854,0.0,0.725,0.72,175.575,4
Daughters - Live in Ohio,"As/Is: Cleveland/Cincinnati, OH - 8/03-8/04/04",John Mayer,2004-09-28,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",497586,30,0.452,0.362,9,-12.993,1,0.0326,0.098,0.000123,0.614,0.203,122.058,3
Hangout at the Gallows,God's Favorite Customer,Father John Misty,2018-06-01,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']",295466,49,0.534,0.663,7,-5.48,1,0.0286,0.128,3.63e-05,0.431,0.573,141.525,4
Easier,Shadowboxer,Mansionair,2019-03-01,"['aussietronica', 'australian indie', 'electropop', 'indietronica', 'modern rock', 'vapor soul']",272680,62,0.47,0.482,6,-6.999,1,0.0435,0.202,0.0419,0.0746,0.212,117.448,4
Easier,Shadowboxer,Mansionair,2019-03-01,"['aussietronica', 'australian indie', 'electropop', 'indietronica', 'modern rock', 'vapor soul']",272680,62,0.47,0.482,6,-6.999,1,0.0435,0.202,0.0419,0.0746,0.212,117.448,4
The World Is Not Enough,Absolute Garbage,Garbage,2007-01-01,"['alternative dance', 'alternative rock', 'dance pop', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']",237733,42,0.477,0.855,10,-4.612,0,0.03,0.0421,0.0843,0.126,0.462,85.806,4
The World Is Not Enough,Absolute Garbage,Garbage,2007-01-01,"['alternative dance', 'alternative rock', 'dance pop', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']",237733,42,0.477,0.855,10,-4.612,0,0.03,0.0421,0.0843,0.126,0.462,85.806,4
The World Is Not Enough,Absolute Garbage,Garbage,2007-01-01,"['alternative dance', 'alternative rock', 'dance pop', 'electronic rock', 'lilith', 'permanent wave', 'pop rock', 'rock']",237733,42,0.477,0.855,10,-4.612,0,0.03,0.0421,0.0843,0.126,0.462,85.806,4
Palo Alto - Remastered,OK Computer OKNOTOK 1997 2017,Radiohead,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",231815,41,0.406,0.819,2,-7.825,1,0.0738,0.00777,0.00248,0.11,0.325,116.9,4
"Waste (Dave Matthews, solo)",Sharin' in the Groove,Various Artists,2001-01-01,[],217733,45,0.587,0.237,5,-15.037,1,0.0433,0.852,0.0218,0.113,0.491,88.377,4
Ballad of the Dying Man,Pure Comedy,Father John Misty,2017-04-07,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']",290736,47,0.399,0.443,5,-9.168,1,0.0272,0.848,0.000406,0.0899,0.265,139.643,4
Ballad of the Dying Man,Pure Comedy,Father John Misty,2017-04-07,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']",290736,47,0.399,0.443,5,-9.168,1,0.0272,0.848,0.000406,0.0899,0.265,139.643,4
Last Flowers,In Rainbows (Disk 2),Radiohead,2007-12-03,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",266478,51,0.558,0.307,0,-8.236,1,0.0296,0.92,0.000744,0.112,0.304,75.807,4
MK 1,In Rainbows (Disk 2),Radiohead,2007-12-03,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",62929,41,0.156,0.0962,1,-27.01,0,0.0345,0.991,0.987,0.0929,0.0389,80.148,4
MK 1,In Rainbows (Disk 2),Radiohead,2007-12-03,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",62929,41,0.156,0.0962,1,-27.01,0,0.0345,0.991,0.987,0.0929,0.0389,80.148,4
MK 1,In Rainbows (Disk 2),Radiohead,2007-12-03,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",62929,41,0.156,0.0962,1,-27.01,0,0.0345,0.991,0.987,0.0929,0.0389,80.148,4
MK 1,In Rainbows (Disk 2),Radiohead,2007-12-03,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",62929,41,0.156,0.0962,1,-27.01,0,0.0345,0.991,0.987,0.0929,0.0389,80.148,4
MK 1,In Rainbows (Disk 2),Radiohead,2007-12-03,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",62929,41,0.156,0.0962,1,-27.01,0,0.0345,0.991,0.987,0.0929,0.0389,80.148,4
"Walt Grace's Submarine Test, January 1967",Born and Raised,John Mayer,2012-05-18,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",307986,51,0.44,0.372,6,-10.6,1,0.0328,0.798,5.64e-05,0.118,0.281,159.887,4
"Walt Grace's Submarine Test, January 1967",Born and Raised,John Mayer,2012-05-18,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",307986,51,0.44,0.372,6,-10.6,1,0.0328,0.798,5.64e-05,0.118,0.281,159.887,4
"Walt Grace's Submarine Test, January 1967",Born and Raised,John Mayer,2012-05-18,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",307986,51,0.44,0.372,6,-10.6,1,0.0328,0.798,5.64e-05,0.118,0.281,159.887,4
Cross My Mind,Beautifully Human: Words and Sounds Vol. 2,Jill Scott,2004-08-31,"['hip pop', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",284800,46,0.878,0.242,5,-9.438,0,0.281,0.0312,0.00163,0.133,0.43,146.077,4
Infrared-Ultraviolet,All Bright Electric (Deluxe Version),Feeder,2016-09-30,"['britpop', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'welsh rock']",315990,25,0.353,0.784,10,-5.971,0,0.0439,0.112,0.245,0.104,0.319,162.003,3
Monarchy of Roses,I'm with You,Red Hot Chili Peppers,2011-08-29,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",251800,52,0.467,0.98,4,-1.857,0,0.0934,0.000405,0.000908,0.445,0.222,123.089,4
See The Sun,Konk,The Kooks,2008-01-01,"['brighton indie', 'indie pop', 'modern rock', 'rock']",216426,47,0.35,0.859,6,-5.498,1,0.0809,0.0148,5.02e-06,0.0752,0.395,164.608,4
First Day Of My Life,"I'm Wide Awake, It's Morning",Bright Eyes,2005-01-25,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",188800,70,0.468,0.201,4,-17.024,1,0.0388,0.915,8.28e-05,0.0952,0.383,94.422,4
Ruby Falls,Ganging Up On The Sun,Guster,2006-06-20,"['boston rock', 'indie pop', 'neo mellow', 'pop rock']",424760,43,0.443,0.476,10,-7.861,1,0.0319,0.076,0.0014,0.227,0.157,126.091,4
Ruby Falls,Ganging Up On The Sun,Guster,2006-06-20,"['boston rock', 'indie pop', 'neo mellow', 'pop rock']",424760,43,0.443,0.476,10,-7.861,1,0.0319,0.076,0.0014,0.227,0.157,126.091,4
Undone,Volition,Phoria,2016-06-03,"['brighton indie', 'vapor soul']",243644,32,0.644,0.486,4,-10.279,0,0.0369,0.394,0.00499,0.0995,0.197,138.011,4
Duel Of The Iron Mics,Enter The 37th Chamber,El Michels Affair,2012-09-25,"['afrobeat', 'funk', 'indie jazz', 'indie soul', 'instrumental soul', 'soul']",181613,39,0.385,0.476,8,-8.299,1,0.0279,0.13,0.937,0.124,0.039,178.031,4
You Rock Me,7,Enrique Iglesias,2003,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",223720,20,0.714,0.772,7,-3.324,1,0.104,0.00357,0.0131,0.0642,0.599,124.025,4
Runnin' Home to You,The Flash (Music from the Special Episode: Duet),Various Artists,2017-03-22,[],166693,60,0.328,0.242,7,-9.923,1,0.0455,0.895,0.0,0.146,0.258,77.026,4
Alive,Thick as Thieves (Deluxe Version),The Temper Trap,2016-05-10,"['alternative dance', 'australian indie', 'indie pop', 'indietronica', 'modern rock']",214143,27,0.57,0.928,7,-5.356,0,0.058,0.000272,0.864,0.421,0.812,106.025,4
Let's Disappear - Alt Version,Let's Disappear,The Boxer Rebellion,2016-10-28,['indie rock'],255713,16,0.553,0.679,6,-7.057,1,0.0334,0.165,0.0487,0.114,0.3,119.883,4
Dark,The Lingering,Siv Jakobsen,2015-05-26,['indie folk'],193622,40,0.47,0.109,10,-15.11,0,0.0358,0.856,0.028,0.114,0.185,76.823,4
In for the Kill,Ribbon,Billie Marten,2014-06-23,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']",235891,41,0.58,0.237,9,-10.641,0,0.0321,0.971,0.000536,0.343,0.242,75.058,4
Place - Live at Urchin Studios,Live at Urchin Studios,Lucy Rose,2016-12-09,"['ambient folk', 'british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk']",214421,12,0.487,0.113,3,-15.157,0,0.0442,0.946,4.51e-06,0.304,0.293,87.044,4
Approximately 906 Miles,Puspa in Space,Harrison Fjord,2015-08-07,['phoenix indie'],464433,39,0.262,0.522,9,-10.357,0,0.0421,0.0814,0.0603,0.118,0.138,112.007,4
Red Eye,Dream Your Life Away (Special Edition),Vance Joy,2014-09-09,"['folk-pop', 'modern rock', 'pop', 'pop rock']",303826,50,0.535,0.542,9,-7.436,1,0.0288,0.0418,0.0,0.158,0.129,115.554,4
Meaningless Love,Under The Influence Of Giants,Under The Influence of Giants,2006-01-01,[],318720,35,0.637,0.519,10,-7.361,0,0.0375,0.0286,0.0125,0.0992,0.309,171.235,4
Meeting in the Aisle - Remastered,OK Computer OKNOTOK 1997 2017,Radiohead,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",187706,43,0.385,0.776,4,-4.871,1,0.0316,0.0129,0.402,0.291,0.148,202.052,4
Meeting in the Aisle - Remastered,OK Computer OKNOTOK 1997 2017,Radiohead,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",187706,43,0.385,0.776,4,-4.871,1,0.0316,0.0129,0.402,0.291,0.148,202.052,4
