features_idx,not_features_idx,tracks,artists,Score,artist_track,writer_song
627,11482,1.0,1.0,2.0,Speaker Of The House_Awake Asleep,"Speaker Of The House_Awake, Asleep"
627,11483,1.0,1.0,2.0,Speaker Of The House_Awake Asleep,"Speaker Of The House_Awake, Asleep"
627,11484,1.0,1.0,2.0,Speaker Of The House_Awake Asleep,"Speaker Of The House_Awake, Asleep"
627,11485,1.0,1.0,2.0,Speaker Of The House_Awake Asleep,"Speaker Of The House_Awake, Asleep"
627,11486,1.0,1.0,2.0,Speaker Of The House_Awake Asleep,"Speaker Of The House_Awake, Asleep"
641,11722,1.0,1.0,2.0,Radiohead_Paranoid Android - Remastered,Radiohead_Paranoid Android (remastered)
641,11723,1.0,1.0,2.0,Radiohead_Paranoid Android - Remastered,Radiohead_Paranoid Android (remastered)
641,11724,1.0,1.0,2.0,Radiohead_Paranoid Android - Remastered,Radiohead_Paranoid Android (remastered)
641,11725,1.0,1.0,2.0,Radiohead_Paranoid Android - Remastered,Radiohead_Paranoid Android (remastered)
641,11726,1.0,1.0,2.0,Radiohead_Paranoid Android - Remastered,Radiohead_Paranoid Android (remastered)
641,11727,1.0,1.0,2.0,Radiohead_Paranoid Android - Remastered,Radiohead_Paranoid Android (remastered)
647,11828,1.0,1.0,2.0,"Elton John_Rocket Man (i Think It's Going To Be A Long, Long Time)",Elton John_Rocket Man (i Think It's Going To Be A Long Long Time)
648,11830,1.0,1.0,2.0,Simon & Garfunkel_Scarborough Fair / Canticle,Simon & Garfunkel_Scarborough Fair/canticle
651,11873,1.0,1.0,2.0,Red Hot Chili Peppers_Castles Made Of Sand - Live,Red Hot Chili Peppers_Castles Made Of Sand - Live;
659,12023,1.0,1.0,2.0,The Midnight_The Comeback Kid - Instrumental,The Midnight_The Comeback Kid (instrumental)
659,12024,1.0,1.0,2.0,The Midnight_The Comeback Kid - Instrumental,The Midnight_The Comeback Kid (instrumental)
659,12025,1.0,1.0,2.0,The Midnight_The Comeback Kid - Instrumental,The Midnight_The Comeback Kid (instrumental)
661,12078,1.0,1.0,2.0,Lil Wayne_Comfortable,Lil' Wayne_Comfortable
664,12115,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
664,12116,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
664,12117,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
664,12118,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
664,12119,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
664,12120,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
664,12121,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
664,12122,1.0,1.0,2.0,Green Day_Holiday / Boulevard Of Broken Dreams,Green Day_Holiday/boulevard Of Broken Dreams
668,12142,1.0,1.0,2.0,Christopher O'riley_Everything In It's Right Place,Christopher O'riley_Everything In Its Right Place
673,12175,1.0,1.0,2.0,The Midnight_Wemoveforward - Instrumental,The Midnight_Wemoveforward (instrumental)
679,12231,1.0,1.0,2.0,Lil Wayne_Drop The World,Lil' Wayne_Drop The World
